case_id,thread_root_id,query_intent,customer_message,grounding_status,generation_mode,resolution_pattern,draft_reply,resolution_faithfulness,grounding_pass,unsupported_claims,severity
CASE_006469,2439739,KEYBOARD_TYPING_AUTOCORRECT,"@AppleSupport why am I not getting any notifications from messages or Snapchat specifically since I updated the newest iOS? @AppleSupport 11.2. Also, all my notification settings are on. I am a pro when it comes to iPhones, and I’ve done everything I can think of. I really think it’s a bug. I’ve noticed others are also having this issue. @AppleSupport Thanks so much!",GROUNDED,EVIDENCE_BACKED_ACTION,Settings → General → Keyboard → Text Replacement → Remove erroneous text replacement shortcuts → Settings → General → Reset → Reset Keyboard Dictionary,"We'd like to help get this resolved. Here are the recommended troubleshooting steps:

1. Settings.
2. General.
3. Keyboard.
4. Go to Settings > General > Keyboard > Text Replacement and remove any erroneous autocorrect shortcuts.
5. Remove erroneous text replacement shortcuts.
6. Settings.
7. General.
8. Reset.
9. Go to Settings > General > Reset > Reset Keyboard Dictionary.

Please let us know if this helps resolve the issue.",PASS,True,None,NONE
CASE_002653,1107356,KEYBOARD_TYPING_AUTOCORRECT,Hey @AppleSupport wtf happened to the ‘dash’ key since iOS 11 upgrade? I NEED IT BACK!!!,EVIDENCE_INSUFFICIENT,CLARIFY_OR_ESCALATE,Settings → General → Keyboard → Text Replacement → Remove erroneous text replacement shortcuts → Settings → General → Reset → Reset Keyboard Dictionary,"We'd be glad to look into this with you. To help us provide the right troubleshooting steps, could you please let us know which device model and iOS version you're currently using?",NOT_APPLICABLE,True,None,NONE
CASE_004833,1895531,KEYBOARD_TYPING_AUTOCORRECT,iOS11 WhatsApp notifications not working on iphone7  @115858 @AppleSupport Okay thank you for your interest. I sent a message.,GROUNDED,EVIDENCE_BACKED_ACTION,Settings → General → Keyboard → Text Replacement → Remove erroneous text replacement shortcuts → Settings → General → Reset → Reset Keyboard Dictionary,"We'd like to help get this resolved. Here are the recommended troubleshooting steps:

1. Settings.
2. General.
3. Keyboard.
4. Go to Settings > General > Keyboard > Text Replacement and remove any erroneous autocorrect shortcuts.
5. Remove erroneous text replacement shortcuts.
6. Settings.
7. General.
8. Reset.
9. Go to Settings > General > Reset > Reset Keyboard Dictionary.

Please let us know if this helps resolve the issue. For detailed steps, you can also reference: https://t.co/2txgOv5s2M",PASS,True,None,NONE
CASE_004175,1675421,KEYBOARD_TYPING_AUTOCORRECT,MY KEYBOARD IS MESSED UP I️ CANT USE THE LETTER I️ https://t.co/OAxL4NjwOc @509721 its a glitch in ios 11 i think @509722 It is thank you I️ just checked @AppleSupport https://t.co/xsasLre3zH,GROUNDED,EVIDENCE_BACKED_ACTION,Settings → General → Keyboard → Text Replacement → Remove erroneous text replacement shortcuts → Settings → General → Reset → Reset Keyboard Dictionary,"We'd like to help get this resolved. Here are the recommended troubleshooting steps:

1. Settings.
2. General.
3. Keyboard.
4. Go to Settings > General > Keyboard > Text Replacement and remove any erroneous autocorrect shortcuts.
5. Remove erroneous text replacement shortcuts.
6. Settings.
7. General.
8. Reset.
9. Go to Settings > General > Reset > Reset Keyboard Dictionary.

Please let us know if this helps resolve the issue. For detailed steps, you can also reference: https://t.co/GDrqU22YpT",PASS,True,None,NONE
CASE_001949,782364,OS_UPDATE_SYSTEM_PERFORMANCE,"iOS 11 is the patience school I never went to, works at a pace on iPhone6+ which forces your to slow down &amp; notice life around you. @115858 @AppleSupport Hey Thanks for picking this up, sent the details across.",GROUNDED,EVIDENCE_BACKED_ACTION,Connect to Wi-Fi and power source → Settings → General → Software Update → Ensure sufficient free storage or update via iTunes,"We'd like to help get this resolved. Here are the recommended troubleshooting steps:

1. Connect to Wi-Fi and power source.
2. Settings.
3. General.
4. Connect to Wi-Fi and power, then go to Settings > General > Software Update to install the latest available update.
5. Ensure sufficient free storage or update via iTunes.

Please let us know if this helps resolve the issue.",PASS,True,None,NONE
CASE_005620,2261479,OS_UPDATE_SYSTEM_PERFORMANCE,Do Not Disturb doesn’t work anymore @115858... another update in the works? @AppleSupport I just had to restart the phone. Worked good so far today. Thanks for reaching out,GROUNDED,EVIDENCE_BACKED_ACTION,Connect to Wi-Fi and power source → Settings → General → Software Update → Ensure sufficient free storage or update via iTunes,"We'd like to help get this resolved. Here are the recommended troubleshooting steps:

1. Connect to Wi-Fi and power source.
2. Settings.
3. General.
4. Connect to Wi-Fi and power, then go to Settings > General > Software Update to install the latest available update.
5. Ensure sufficient free storage or update via iTunes.

Please let us know if this helps resolve the issue. For detailed steps, you can also reference: https://t.co/GDrqU22YpT",PASS,True,None,NONE
CASE_000060,33398,OS_UPDATE_SYSTEM_PERFORMANCE,Update failed continuously please help @115858 #apple #appleindia https://t.co/1GXRcPyYkX @115858 Thank you for your quick reply. Problem solved automatically next day @AppleSupport Sure. Thanks for your quick service,GROUNDED,EVIDENCE_BACKED_ACTION,Connect to Wi-Fi and power source → Settings → General → Software Update → Ensure sufficient free storage or update via iTunes,"We'd like to help get this resolved. Here are the recommended troubleshooting steps:

1. Connect to Wi-Fi and power source.
2. Settings.
3. General.
4. Connect to Wi-Fi and power, then go to Settings > General > Software Update to install the latest available update.
5. Ensure sufficient free storage or update via iTunes.

Please let us know if this helps resolve the issue.",PASS,True,None,NONE
CASE_000359,177835,OS_UPDATE_SYSTEM_PERFORMANCE,@AppleSupport both my mom and I were transferred to an Apple care rep from Verizon. After being on hold for ~10 minutes the line went dead. Lazy Apple care reps tonight? @AppleSupport We have a new iPhone 6s that won’t receive calls or texts. Can make and send them just fine but when calling it from any phone says “user busy” @AppleSupport It was a backup from an old device. The 6s has always been in the state of not receiving calls. The old iPhone it is replacing worked. @AppleSupport The SIM card was brand new given to us when we got the device. @AppleSupport It was purchased in store at a Best Buy,GROUNDED,EVIDENCE_BACKED_ACTION,Connect to Wi-Fi and power source → Settings → General → Software Update → Ensure sufficient free storage or update via iTunes,"We'd like to help get this resolved. Here are the recommended troubleshooting steps:

1. Connect to Wi-Fi and power source.
2. Settings.
3. General.
4. Connect to Wi-Fi and power, then go to Settings > General > Software Update to install the latest available update.
5. Ensure sufficient free storage or update via iTunes.

Please let us know if this helps resolve the issue. For detailed steps, you can also reference: https://t.co/NhYbxEazNR",PASS,True,None,NONE
CASE_004772,1850229,BATTERY_CHARGING_POWER,@AppleSupport I've updated and battery drains fast and iPhone 6 slow. Now it is dead and won't charge. Just shows as charging but never does @AppleSupport I've got it working. It turns out I had to hard reset for more than 30 seconds due to software failure. It's started to charge now,GROUNDED,EVIDENCE_BACKED_ACTION,Check iOS Version & Battery Health → Settings → Battery Usage to identify drain → Disable Background App Refresh & Restart device → Monitor Battery Drain,"We'd like to help get this resolved. Here are the recommended troubleshooting steps:

1. Check Settings > Battery to review battery health and identify apps consuming excessive background power.
2. Settings.
3. Check Settings > Battery to review battery health and identify apps consuming excessive background power.
4. Go to Settings > General > Background App Refresh and turn it off for apps you don't need running constantly.
5. Monitor Battery Drain.

Please let us know if this helps resolve the issue. For detailed steps, you can also reference: https://t.co/GDrqU22YpT",PASS,True,None,NONE
CASE_003136,1354536,APP_STORE_PURCHASES_BILLING,@AppleSupport my billing address somehow defaulted to my shipping address when I placed my order &amp; I can’t change it. Will it get cancelled? @AppleSupport Thanks but online chat  and the  phone number both say they are too busy to take my call/chat. I’ve tried several times.,GROUNDED,EVIDENCE_BACKED_ACTION,Settings → Apple ID → Subscriptions → View Purchase History on reportaproblem.apple.com → Request Refund through official Apple Billing Support,"We'd like to help get this resolved. Here are the recommended troubleshooting steps:

1. Settings.
2. Apple ID.
3. Go to Settings > [Your Name] > Subscriptions to manage or review active subscriptions.
4. Go to Settings > [Your Name] > Subscriptions to manage or review active subscriptions.
5. Visit reportaproblem.apple.com to check your recent purchase history and submit a formal refund request.

Please let us know if this helps resolve the issue. For detailed steps, you can also reference: https://t.co/vyd19gEs6v",PASS,True,None,NONE
CASE_003365,1451553,DISPLAY_TOUCH_SCREEN,"@AppleSupport for iOS 11, does the screen brightness constantly change itself on its own? Is there no way to lock it permanently?",GROUNDED,EVIDENCE_BACKED_ACTION,Clean display & remove screen protector/case → Force Restart device (Power + Volume/Home) → Update iOS or backup and restore via iTunes,"We'd like to help get this resolved. Here are the recommended troubleshooting steps:

1. Clean display & remove screen protector/case.
2. Force restart your device (press and hold the Power and Volume Down / Home buttons until the Apple logo appears).
3. Update iOS or backup and restore via iTunes.

Please let us know if this helps resolve the issue.",PASS,True,None,NONE
CASE_005794,2286446,APP_STORE_PURCHASES_BILLING,"As much as I love @115858 . I fucking hate #iTunes. It literally ruined my day and almost gave me a heart attack today. @AppleSupport I accidentally restored my new iPhone 8 to a configuration of an old one from 2016 via iTunes. So now I have erased the phone and started from the beginning. How should I proceded next time I connect it with my Mac? Should I choose ""new iPhone"" intead restore, right? @AppleSupport Thank you. :) One last question: how can I get videos I made with my iPhone downloaded in my Mac? I use Photos for the pictures, but I can't access the videos.",EVIDENCE_INSUFFICIENT,CLARIFY_OR_ESCALATE,Settings → Apple ID → Subscriptions → View Purchase History on reportaproblem.apple.com → Request Refund through official Apple Billing Support,"We'd be glad to look into this with you. To help us provide the right troubleshooting steps, could you please let us know which device model and iOS version you're currently using?",NOT_APPLICABLE,True,None,NONE
CASE_002056,823510,GENERAL_DEVICE_INQUIRY,😕 @AppleSupport this seems less than ideal after updating a mid 2010 MacBook Pro to High Sierra https://t.co/44xz5DZBbp @AppleSupport Just checked again now; and of course it worked. I wonder if it had something to do with Spotlight indexing still running?,GROUNDED,EVIDENCE_BACKED_ACTION,Verify device model and serial number in Settings > General > About → Check official Apple Support documentation → Contact Apple Authorized Service Provider if needed,"We'd like to help get this resolved. Here are the recommended troubleshooting steps:

1. Verify device model and serial number in Settings > General > About.
2. Check official Apple Support documentation.
3. Contact Apple Authorized Service Provider if needed.

Please let us know if this helps resolve the issue. For detailed steps, you can also reference: https://t.co/d4WKhnGwPr",PASS,True,None,NONE
CASE_005517,2208754,OS_UPDATE_SYSTEM_PERFORMANCE,"So irritated that the @115858 podcasts app keeps unsubscribing me from everything in iOS 11. Apple, please fix this! @AppleSupport Thanks for following up! I'm on 11.0.3. This has been happening since I updated to iOs 11.",GROUNDED,EVIDENCE_BACKED_ACTION,Connect to Wi-Fi and power source → Settings → General → Software Update → Ensure sufficient free storage or update via iTunes,"We'd like to help get this resolved. Here are the recommended troubleshooting steps:

1. Connect to Wi-Fi and power source.
2. Settings.
3. General.
4. Connect to Wi-Fi and power, then go to Settings > General > Software Update to install the latest available update.
5. Ensure sufficient free storage or update via iTunes.

Please let us know if this helps resolve the issue. For detailed steps, you can also reference: https://t.co/GDrqU22YpT",PASS,True,None,NONE
