query_case_id,thread_root_id,query_text,expected_intent,retrieved_intent_1,similarity_1,retrieved_case_1,retrieved_problem_1,failure_mode,explanation
CASE_001489,586989,"Ever since the last update, my iphones music constantly pauses without me clicking it @AppleSupport",APP_STORE_PURCHASES_BILLING,CONNECTIVITY_WIFI_BLUETOOTH,0.8306,CASE_004936,@AppleSupport the music on my iPhone keeps pausing whilst I’m driving in my car it’s via Bluetooth. It’s only happened s,3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_001628,622688,@AppleSupport when ever I try to download an app it won’t go past the loading circle even after I have done Touch ID @AppleSupport It is,DISPLAY_TOUCH_SCREEN,GENERAL_DEVICE_INQUIRY,0.7575,CASE_003731,"@AppleSupport I have problems to download apps, stay just loading e never ends, when do you fix it??? @AppleSupport It w",5. Lexical Overlap with Distinct Root Cause,"Retrieved case shares lexical keywords (e.g. store, account, music) but addresses a distinct support action."
CASE_000360,177846,@AppleSupport My iPhone won't backup to iCloud whenever I plug in. I've been trying all week and nothing will work. When I go to settings an,DISPLAY_TOUCH_SCREEN,GENERAL_DEVICE_INQUIRY,0.6853,CASE_004273,My iPhone is still backing up like 3 days later. I left it at the house today but still. Help @AppleSupport @AppleSuppor,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_001469,584693,@115858 @AppleSupport my phone is freezing after this new update. When I go through suspended apps and select one it stops. Have to press ho,ACCOUNT_APPLEID_ICLOUD,OS_UPDATE_SYSTEM_PERFORMANCE,0.8017,CASE_005813,Damnit @115858 why can’t you fix this. Update an app and it freezes when done like this. ALL THE TIME. Solution? Reboot ,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_006677,2500948,"@AppleSupport ""Could not activate iphone"" ""activation server cannot be reached"". Any issue? @AppleSupport I used Itunes to do it. It worked.",APP_STORE_PURCHASES_BILLING,GENERAL_DEVICE_INQUIRY,0.8455,CASE_002441,"@AppleSupport my iPhone X keeps getting a ""Could Not Activate iPhone"" error. Is the activation server down? @AppleSuppor",2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_004236,1689422,@115858 why can’t i connect my phone to my car since the update? @AppleSupport 7 plus. I plug my charger cord to my car @AppleSupport it rea,BATTERY_CHARGING_POWER,APP_STORE_PURCHASES_BILLING,0.7306,CASE_006828,@AppleSupport why doesn’t my music work with a aux cord in the car anymore?! I seriously hate this new software @AppleSu,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_002201,875159,@AppleSupport Trying to buy stickers and all it does is clock... https://t.co/TWLhyZijIu @AppleSupport It finally went through. Thanks,GENERAL_DEVICE_INQUIRY,DISPLAY_TOUCH_SCREEN,0.6595,CASE_000520,@AppleSupport is this a bug or somehow I managed to hide it? I don’t see clock on my home screen.. https://t.co/8RYVaxfQ,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_004077,1646733,You’ve been complaining about this for 30 minutes now. Come on https://t.co/dfCHdkA5rA @503153 I’m hoping @115858 will hear my complaints to,AUDIO_SOUND_SPEAKER,GENERAL_DEVICE_INQUIRY,0.5759,CASE_006826,It’s been one week and @115858 still can’t fix their I bug 🤦🏻‍♀️🙄,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_001227,543052,"@AppleSupport hey guys, the native music app crashes continually. I wouldn’t  restore my iphone. Any suggestion? @AppleSupport Thank you for",APP_CRASH_AND_DOWNLOAD,APP_STORE_PURCHASES_BILLING,0.818,CASE_000364,@AppleSupport my Apple Music just quit playing. I try to go back in the app and it crashes @AppleSupport sorry! I did re,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_002357,949649,"Not at all happy with @115858 iOS 11.0.3. Updated yesterday, already had phone lock up twice, and WiFi connections are #fubar. Should have s",BATTERY_CHARGING_POWER,CONNECTIVITY_WIFI_BLUETOOTH,0.7831,CASE_000677,"@AppleSupport @115858 IOS 11.0.2 is still full of issues. For example, using the swipe up options menu to turn off wifi ",1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_002538,1046622,"@AppleSupport Can @115858 implement a shortcut ""low power mode"" to the quick access icons 🙏 https://t.co/7c5hxjSKJd @AppleSupport 6; 10.3.2.",HOW_TO_SETTINGS_CONFIGURATION,BATTERY_CHARGING_POWER,0.4974,CASE_005614,@115858 should put the option of low battery mode on the control panel you pull up. I hate having to go to settings to f,3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_005689,2278494,Yo why tf y’all ain’t fix this I️t shit yet @115858,KEYBOARD_TYPING_AUTOCORRECT,GENERAL_DEVICE_INQUIRY,0.7847,CASE_005838,@115858 y’all need to fix this shit .. I️ can’t deal 🤦🏽‍♂️,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_006347,2405024,@AppleSupport Gmail via exchange stopped syncing. So deleted to add via Google in Add Account. Logged in but window closes immediately wo fi,APP_CRASH_AND_DOWNLOAD,GENERAL_DEVICE_INQUIRY,0.5861,CASE_004591,"@AppleSupport I need help with my email app @AppleSupport I may have resolved my issue; updating my phone now, brb. Than",2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_001475,585845,"Having These Problems too. What to do? https://t.co/KclpS2RqTm @AppleSupport @AppleSupport It is on 4.1, powering off resulted in bootloop. ",GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,0.6667,CASE_007168,Well shit. Thank you apple @AppleSupport https://t.co/o1BKRKnDhc @AppleSupport Update. Now reinstalling after crashing @,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_001021,463072,@AppleSupport will Apple Pencil work with iPad a1822? @AppleSupport Thank you!,GENERAL_DEVICE_INQUIRY,APP_STORE_PURCHASES_BILLING,0.6022,CASE_003341,When your @115858 pencil is fully charged but still does this... why?? https://t.co/L6X2cOfT9P @AppleSupport Thanks for ,5. Lexical Overlap with Distinct Root Cause,"Retrieved case shares lexical keywords (e.g. store, account, music) but addresses a distinct support action."
CASE_004586,1768179,Damn you @115858 and your stupid update... why does my “I” I️ look like this?!?! @AppleSupport @4150 haha thanks!,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.8048,CASE_004259,@115858 .....soo when y’all gonna fix this “I️” thing ???? @AppleSupport Thanks !,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_000385,188419,Since the latest iOS update my phone keeps turning WiFi back on after I’ve disabled it. Anyone @AppleSupport seen this before? @160214 @Appl,CONNECTIVITY_WIFI_BLUETOOTH,DISPLAY_TOUCH_SCREEN,0.7762,CASE_000876,Why have I no longer got the option to turn off auto-brightness @AppleSupport #ios11 #update doing my head in! @AppleSup,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_007631,2847495,@AppleSupport awful service from Apple. Multiple promises to get a call back. Did it happen? No! @AppleSupport Have done. Thanks,CONNECTIVITY_WIFI_BLUETOOTH,GENERAL_DEVICE_INQUIRY,0.7375,CASE_000315,"Spent an hour waiting on hold with @AppleSupport this morning, only to have them disconnect the call before I could talk",5. Lexical Overlap with Distinct Root Cause,"Retrieved case shares lexical keywords (e.g. store, account, music) but addresses a distinct support action."
CASE_004120,1656620,"@AppleSupport what is going on with my letter I’s turning into I️ and how do I️ fix It @AppleSupport Thanks Apple! I️ did that, sometimes It",KEYBOARD_TYPING_AUTOCORRECT,GENERAL_DEVICE_INQUIRY,0.8997,CASE_004001,@AppleSupport can you please fix this problem with the letter “I️” and the fact that it turns into I️ @AppleSupport Than,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_007522,2799435,@115858 @6990 why isn’t FaceTime working right now? I need to see @107462 face 😭😭😭 @AppleSupport I’m in Australia and I’m calling the U.S. t,DISPLAY_TOUCH_SCREEN,CONNECTIVITY_WIFI_BLUETOOTH,0.7291,CASE_007371,"@AppleSupport why does your facetime never work?? disconnect the whole time, not impressed @AppleSupport ios11.1.1 , bot",1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_007624,2841998,@AppleSupport I'm trying to recover my mom's iphone account can I speed up the process by going in store? The current recovery date is Dec 4,GENERAL_DEVICE_INQUIRY,ACCOUNT_APPLEID_ICLOUD,0.6322,CASE_004254,@AppleSupport My mom has tried to reset her Apple ID password for the past 2 months. She doesn't have access to her cred,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_002794,1170317,@AppleSupport @124423 Any ideas on how to resolve this? Icon not showing since updates to iOS 11 / Watch OS 4 https://t.co/1Tbih8HZfL @Apple,OS_UPDATE_SYSTEM_PERFORMANCE,KEYBOARD_TYPING_AUTOCORRECT,0.8155,CASE_002161,"@115858 the notification icons doesn't show on my watch. I've restored my iPhone and watch, but the problem still happen",1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_000193,94884,"@AppleSupport any idea what’s going on here? Running latest version of iOS on iPhone 7 Plus. https://t.co/LV3658NDOJ @AppleSupport Hi, thank",GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,0.8819,CASE_000705,"@AppleSupport Hi, have a weird issue with iPhone 7 running iOS 11.0.2. Can I DM you with the details? @AppleSupport Than",2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_006714,2517067,"One problem after another with my iPhone X from @115858. @AppleSupport What isn’t going on? Drops WiFi when I lock it, screen freezes up, an",CONNECTIVITY_WIFI_BLUETOOTH,GENERAL_DEVICE_INQUIRY,0.6628,CASE_006786,"@115858 
Ya need to fix your fkn iPhone X 
I’m experiencing all sort of issues with the phone 
First I was getting... ht",2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_001895,755771,Is anyone else having problems with their @118721 radio? Or am I just technically challenged today?😆 @AppleSupport #iTunes #Apple @AppleSupp,APP_STORE_PURCHASES_BILLING,DISPLAY_TOUCH_SCREEN,0.6796,CASE_001967,When @115948’s radio doesn’t work on your Mac anymore. 🙃 @AppleSupport @AppleSupport @268472 OS X 10.11.6 with 12.7.0.16,3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_000666,302662,"@AppleSupport hi, are you able to make the app animation the same like ios10 I’m getting headaches from changing apps &amp; Dots for connect",CONNECTIVITY_WIFI_BLUETOOTH,GENERAL_DEVICE_INQUIRY,0.5784,CASE_004536,@AppleSupport @115858 your new iOS is making me dizzy!!! 📱 https://t.co/VKOCsg4otp @AppleSupport Ahhhhh much better. Thx,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_005942,2301165,@AppleSupport the #iOS11 is completely non functioning on my iPhone 5S and you have destroyed your product that I thought it would be worth ,APP_STORE_PURCHASES_BILLING,OS_UPDATE_SYSTEM_PERFORMANCE,0.7542,CASE_004666,@AppleSupport @115858 what’s up with this? #AppleSecurity #virus #iphone #iOS11 https://t.co/JNtFX2Ixme @AppleSupport Ok,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_007563,2815623,@115858 my iPhone is frozen. Can’t hard reset. Screen isn’t registering my touch. FIGURE YOUR UPDATES OUT @AppleSupport Thank you. No I️t st,KEYBOARD_TYPING_AUTOCORRECT,DISPLAY_TOUCH_SCREEN,0.8131,CASE_002969,my iPhone is literally frozen I can't do anything with it anymore. I can't turn it off &amp; my touch screen doesn't wor,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_005390,2151167,Anyone else having issues playing videos on their @115858 iPhone? None stored locally will play @AppleSupport New X and most recent iOS @App,ACCOUNT_APPLEID_ICLOUD,OS_UPDATE_SYSTEM_PERFORMANCE,0.7068,CASE_007685,@AppleSupport I’ve been having trouble playing videos they play but then it goes back and plays the last couple seconds ,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_000805,361701,I really hate the new #applenews as I don’t get news only on topics I like but other stuff I don’t want @AppleSupport @115858 @AppleSupport ,OS_UPDATE_SYSTEM_PERFORMANCE,HOW_TO_SETTINGS_CONFIGURATION,0.6265,CASE_000776,"@AppleSupport How do I get Buzzfeed off my Apple News app? @AppleSupport Actually, it’s the Apple News widget, to be mor",1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_005624,2261528,"@AppleSupport why i can’t set double-tap (Siri access) in assitive touch with 0,10 second timeout? It’s change to multitasking. https://t.co",DISPLAY_TOUCH_SCREEN,AUDIO_SOUND_SPEAKER,0.7177,CASE_000200,"@AppleSupport Why is the double tap summoning Siri? https://t.co/WFwj018uim @AppleSupport I have not. 

I was having Air",1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_004620,1771540,Can you fix my phone @115858 @AppleSupport iOS update is killing me trying to say the letter I️ @AppleSupport @532506 Your stupid DM’s don’t,KEYBOARD_TYPING_AUTOCORRECT,OS_UPDATE_SYSTEM_PERFORMANCE,0.8213,CASE_005902,"Your update ruined my phone

@115858 
@AppleSupport @115858 @AppleSupport Your update is the BUG",3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_003496,1519218,"My notification screen in iOS 11 keeps crashing (displaying only background) 😡🤬😡

Halp, @AppleSupport! @AppleSupport Thanks. Happening since",DISPLAY_TOUCH_SCREEN,KEYBOARD_TYPING_AUTOCORRECT,0.7551,CASE_005010,"@AppleSupport I am having some issues on notifications page, it looks weird after I upgraded to iOS 11.1 #iOS111 https:/",2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_004466,1747389,@AppleSupport how can i make my phone stop this uppercase I️ into symbols bs? @AppleSupport THANK YOU,HOW_TO_SETTINGS_CONFIGURATION,KEYBOARD_TYPING_AUTOCORRECT,0.7382,CASE_005337,Why is my phone turning the letter I️ into weird symbols what the heck @AppleSupport @AppleSupport Thanks I hope this wo,5. Lexical Overlap with Distinct Root Cause,"Retrieved case shares lexical keywords (e.g. store, account, music) but addresses a distinct support action."
CASE_000267,143544,"@AppleSupport I am unable to pair devices with apple configurator, it's taking life time  ""looking for devices"", once ii found, tried to pai",GENERAL_DEVICE_INQUIRY,CONNECTIVITY_WIFI_BLUETOOTH,0.6693,CASE_001873,@AppleSupport hey guys can you help me? My iPhone cannot detect WiFi which needs authentification before connecting @App,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_000264,143497,Just connected to a Bluetooth speaker and my phone thinks I’m driving. Why? What types of devices are @115858 looking for when they invoke S,AUDIO_SOUND_SPEAKER,GENERAL_DEVICE_INQUIRY,0.6307,CASE_004556,.@AppleSupport I’m standing at my desk right now... why does my iPhone think I’m driving? https://t.co/vkpbfonEAQ,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_000614,284443,@AppleSupport Do you guys know if the in-app purchase service is down? I haven’t been able to buy anything in-app for a few days now. @Apple,CONNECTIVITY_WIFI_BLUETOOTH,APP_STORE_PURCHASES_BILLING,0.7266,CASE_003931,@AppleSupport I feel like I have been conned by the Apple store as I paid a lot of money for this app and can no longer,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_005857,2294873,Am I the only one that finds @115858 safari tracks my location even though my phone location is always switched off along with my internet l,APP_STORE_PURCHASES_BILLING,GENERAL_DEVICE_INQUIRY,0.6554,CASE_007766,"|@AppleSupport, Am guessing my cellphone is still being tracked improperly. Am walking in Toronto, Ontario, at the momen",2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_000162,90262,"Dear @AppleSupport, we noticed a *HUGE* security issue at MacOS High Sierra. Anyone can login as ""root"" with empty password after clicking o",KEYBOARD_TYPING_AUTOCORRECT,DISPLAY_TOUCH_SCREEN,0.6384,CASE_007531,@AppleSupport I upgraded iMac to Sierra and now no admin passwords are accepted for login to the OS. Can you help? It's ,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_003874,1614453,This letter “I️” glitch is pissing me tf off now @AppleSupport @AppleSupport Thanks!,OS_UPDATE_SYSTEM_PERFORMANCE,KEYBOARD_TYPING_AUTOCORRECT,0.857,CASE_004307,@AppleSupport @115858 when will you fix the bug with letter I️? Get a glitch with a A? @AppleSupport Thanks this worked ,5. Lexical Overlap with Distinct Root Cause,"Retrieved case shares lexical keywords (e.g. store, account, music) but addresses a distinct support action."
CASE_001938,770510,@AppleSupport Hi. Just upgraded to iPhone 8 but got this message and apps won’t install. My old phone was 128 gb but only used 28gb space? h,APP_STORE_PURCHASES_BILLING,OS_UPDATE_SYSTEM_PERFORMANCE,0.6833,CASE_001988,"@AppleSupport Hi I was finally able to make enough space and download ios 11, but can't get it to install. Please help. ",2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_006573,2476290,"Just wanna thank @115858  for screwing up my IPhone 7 Plus that I️ got in June, with all these updates. 🙃 @AppleSupport My phone froze last ",DISPLAY_TOUCH_SCREEN,APP_CRASH_AND_DOWNLOAD,0.802,CASE_007765,.@AppleSupport My iPhone 7 is no longer usable after the latest updates. It keeps on crashing and rebooting. Thank you @,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_005593,2246977,@AppleSupport hi! I'm having a few issues with my memory - I wonder if you could help me? @AppleSupport Thanks! iPhone 6s Plus - I have very,GENERAL_DEVICE_INQUIRY,APP_CRASH_AND_DOWNLOAD,0.6553,CASE_007406,@AppleSupport My iphone 7 just lost all 11.000 of my photos &amp; videos. It froze so I had to restart it (press vol but,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_000359,177835,@AppleSupport both my mom and I were transferred to an Apple care rep from Verizon. After being on hold for ~10 minutes the line went dead. ,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.696,CASE_006726,My phone is failing to receive incoming calls and to make calls. Someone help. 😭 @AppleSupport @AppleSupport I am using ,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_004900,1934096,So my iphone 8 screen has just gone off for no reason whatsoever the sound still works when I get notifications im so annoyed @AppleSupport ,AUDIO_SOUND_SPEAKER,DISPLAY_TOUCH_SCREEN,0.685,CASE_000603,Can someone help me with an iPhone 8 issue please?? The screen light won't turn off #iphone8 #issue #techincalsupport #a,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_000038,23137,come on @115858 you guys removed the option to leave a group conversation! ugh!! 🤦🏽‍♀️ please bring that option back ASAP  @AppleSupport  #i,GENERAL_DEVICE_INQUIRY,CONNECTIVITY_WIFI_BLUETOOTH,0.6882,CASE_000613,"@AppleSupport ever since I got iOS 11 on my iPhone 6 there is one group chat I can’t send any texts in, I can only see w",2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_000411,195973,"Ok, @AppleSupport, please explain this. Playback came from iPhone speakers. https://t.co/67JPCOWSZ7 @AppleSupport Thx. They’re 🎧 and I have ",GENERAL_DEVICE_INQUIRY,AUDIO_SOUND_SPEAKER,0.6931,CASE_006190,".@AppleSupport When I downloaded new iOS, speaker phone on my iPhone 6 doesn't work (just normal speaker), but it does o",2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_002838,1184383,@AppleSupport how can i copy os x sieraa to usb @AppleSupport thank you very much 🌹🌹,HOW_TO_SETTINGS_CONFIGURATION,GENERAL_DEVICE_INQUIRY,0.5316,CASE_005589,"@AppleSupport https://t.co/qKQIauN87h @AppleSupport It works. Thank you, @AppleSupport. I.",5. Lexical Overlap with Distinct Root Cause,"Retrieved case shares lexical keywords (e.g. store, account, music) but addresses a distinct support action."
CASE_006241,2369533,@AppleSupport how do I fix the i problem?,HOW_TO_SETTINGS_CONFIGURATION,GENERAL_DEVICE_INQUIRY,0.8953,CASE_004001,@AppleSupport can you please fix this problem with the letter “I️” and the fact that it turns into I️ @AppleSupport Than,5. Lexical Overlap with Distinct Root Cause,"Retrieved case shares lexical keywords (e.g. store, account, music) but addresses a distinct support action."
CASE_007063,2639716,So @AppleSupport my phone just reset all my email accounts and numbers in my phone book Fam.. @AppleSupport Well I guess two of the 3 accoun,OS_UPDATE_SYSTEM_PERFORMANCE,ACCOUNT_APPLEID_ICLOUD,0.7208,CASE_005247,@AppleSupport why do my contacts not all go back on to my new phone missing loads glad I noticed ! having to re type the,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_002505,1021549,Atualizei meu IOS de novo e tá travando. @AppleSupport ki ki tá contesenu? @AppleSupport Thank you! I just updated my IOS and it’s still not,DISPLAY_TOUCH_SCREEN,OS_UPDATE_SYSTEM_PERFORMANCE,0.7017,CASE_000606,@AppleSupport my 7plus keeps freezing since I updated to iOS11. I have to keep restarting it. This is not good. @AppleSu,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_006125,2343757,"@AppleSupport I can’t reset my iPhone 6 to factory settings @AppleSupport Did it through iTunes. Thx @AppleSupport I solved it, and yes , th",APP_STORE_PURCHASES_BILLING,OS_UPDATE_SYSTEM_PERFORMANCE,0.6817,CASE_001588,@AppleSupport Could you help me restore my iPhone5 to factory settings please? You've helped me before but I forgot how ,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_004083,1648335,Proof that my “I” changes to that. :| @AppleSupport https://t.co/7K9ikR9DkU @503562 @AppleSupport No flava you’re not the only one. When i t,KEYBOARD_TYPING_AUTOCORRECT,OS_UPDATE_SYSTEM_PERFORMANCE,0.763,CASE_003743,@AppleSupport is there a reason my “i” generates a weird character when capitalized and singled out? installed newest os,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_002574,1066825,My phone calls are being randomly cut off and I get this notification.. is it just me or.. ? @AppleSupport https://t.co/VvslxspBL4 @AppleSup,KEYBOARD_TYPING_AUTOCORRECT,CONNECTIVITY_WIFI_BLUETOOTH,0.6657,CASE_005852,@AppleSupport @118101 Constantly getting this message since updating to iOS 11.1.1 Help! https://t.co/R1aQcwryVO @AppleS,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_007780,2919971,@AppleSupport Gamecenter is not working to change accounts.  Fix this please. https://t.co/rB8BGR50oq @808170 @AppleSupport I am having the ,CONNECTIVITY_WIFI_BLUETOOTH,ACCOUNT_APPLEID_ICLOUD,0.6478,CASE_007779,@AppleSupport Is game center down?  It's not recognizing my login! @AppleSupport @807894  https://t.co/hMTXufLbxB @Apple,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_001409,565888,@AppleSupport This appears whenever I’m using my phone and closes all my apps it just happend and Won’t stop from happening https://t.co/dkV,APP_CRASH_AND_DOWNLOAD,DISPLAY_TOUCH_SCREEN,0.7562,CASE_001137,@AppleSupport Every 2 minutes this happening on my phone screen and restart everything. I did some research and so many ,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_003248,1399395,@115858 can you please fix the App Store. I can’t update any apps or download new ones. #ios @AppleSupport Thank you! iPhone 7 using iOS 11.,DISPLAY_TOUCH_SCREEN,APP_STORE_PURCHASES_BILLING,0.8599,CASE_002697,@AppleSupport my App Store isn’t working and won’t download new apps or updates. Constant circle as below... can you hel,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_004699,1795211,@AppleSupport Hi 🍎 Since 11. 0.2 (15A421) my iphone needs at least 2 charges within 24h. How can you help me please ? Thx. @AppleSupport Ok ,HOW_TO_SETTINGS_CONFIGURATION,APP_STORE_PURCHASES_BILLING,0.6735,CASE_002633,@AppleSupport Ipad w IOS 11.0.3 in need of way too frequent recharging. Any help ..? @AppleSupport Grt. Less than 24 hrs,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_006617,2485805,Stupid apple you update my phone while I’m sleeping and this shits lagging now hella slower I can tell when I type it won’t read what I’m ty,KEYBOARD_TYPING_AUTOCORRECT,OS_UPDATE_SYSTEM_PERFORMANCE,0.6824,CASE_006243,@AppleSupport what’s up with this lag? My phone is like 6 seconds behind my finger tap.,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_000927,417288,"Hey @115858, my MacBook won’t turn on even though I’ve been charging it for a while. Any quick advice? @AppleSupport @AppleSupport Finally g",BATTERY_CHARGING_POWER,GENERAL_DEVICE_INQUIRY,0.7176,CASE_005133,My MacBook won’t turn on someone kill me pls. @115858 @AppleSupport Thank you!!,3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_003521,1528763,Cracked iPhone X already @115858 @116333 help w brother out :( https://t.co/kGih8u2qEc @AppleSupport Thank you!! I replied! @AppleSupport I ,DISPLAY_TOUCH_SCREEN,GENERAL_DEVICE_INQUIRY,0.6644,CASE_005920,"@115858 my son has activation locked his phone, I’m sick of being on to support and getting no way to fix this,any advic",1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_001932,769007,@115858 what is up with this software? It has a lot of glitches that need to be fixed. I would like to use my phone properly. Thanks! @Apple,GENERAL_DEVICE_INQUIRY,CONNECTIVITY_WIFI_BLUETOOTH,0.7473,CASE_003860,@115858 FIX THIS I ISSUE!!!! My god it’s annoying! I️ pay $1000 for a phone and $300 for service and it has bugs?! FIX I,3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_000454,216136,@AppleSupport Safari doesn’t work after updating MacBook Air to latest HighSierra. Tabs don’t load. @AppleSupport Yes. I also tried resettin,GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,0.593,CASE_001095,@AppleSupport Your update now doesn’t permit Safari to open .pdfs. Just black.  Need to move to Chrome to open. Help &am,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_007689,2876452,@AppleSupport I would like to report a spam email I just received regarding my apple account. Let me know where can I Foward the email. #App,HOW_TO_SETTINGS_CONFIGURATION,GENERAL_DEVICE_INQUIRY,0.8032,CASE_007644,"@AppleSupport I’m guessing that an email pertaining to be from Apple but from this address is spam, right? @109240.com @",5. Lexical Overlap with Distinct Root Cause,"Retrieved case shares lexical keywords (e.g. store, account, music) but addresses a distinct support action."
