case_id,query,true_intent,baseline_intent,domain_aware_intent,multi_issue,symptom_domains,decision_hint
CASE_001676,"@AppleSupport If I stop iCloud and have the pics moved to my laptop will those pics be deleted? @AppleSupport Yes, my iPhone. I had signed o",ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,False,ACCOUNT_APPLEID_ICLOUD,PROCEED
CASE_001235,My iphone 6s keeps on crashing after the ios11.1.2 update. Help pls @AppleSupport @AppleSupport Thanks @AppleSupport . I disallowed all noti,APP_CRASH_AND_DOWNLOAD,APP_CRASH_AND_DOWNLOAD,APP_CRASH_AND_DOWNLOAD,False,APP_CRASH_AND_DOWNLOAD,PROCEED
CASE_006020,@115858 please fix this “I️”  shit. I’m going fucking crazy,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_006469,@AppleSupport why am I not getting any notifications from messages or Snapchat specifically since I updated the newest iOS? @AppleSupport 11,KEYBOARD_TYPING_AUTOCORRECT,KEYBOARD_TYPING_AUTOCORRECT,OS_UPDATE_SYSTEM_PERFORMANCE,False,HOW_TO_SETTINGS_CONFIGURATION,PROCEED
CASE_004058,@AppleSupport how can I turn off AssistiveTouch on the iPhone X? I can't find any support articles and I can't turn it off.,HOW_TO_SETTINGS_CONFIGURATION,HOW_TO_SETTINGS_CONFIGURATION,HOW_TO_SETTINGS_CONFIGURATION,False,HOW_TO_SETTINGS_CONFIGURATION,PROCEED
CASE_005319,"@115858 @AppleSupport how do I️ fix this, that’s an i btw thx a loyal user @AppleSupport Thanks v much #greatCX",HOW_TO_SETTINGS_CONFIGURATION,GENERAL_DEVICE_INQUIRY,HOW_TO_SETTINGS_CONFIGURATION,False,HOW_TO_SETTINGS_CONFIGURATION,PROCEED
CASE_005115,"When you get the iPhone 8 plus and scratch the screen the day after.... @115858 @AppleSupport @AppleSupport Will do, thank you.",DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,False,DISPLAY_TOUCH_SCREEN,PROCEED
CASE_002759,How does my iPhone go from 24% to 20% to 18% to 17% all in a minute while being on a charger? I need answers @115858 !!!,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,False,BATTERY_CHARGING_POWER,PROCEED
CASE_000892,"@AppleSupport hi, can’t update apps on the app store the loading icon stays on a loop and blue filling not showing iPhone 6S iOS 11.0.1 @App",CONNECTIVITY_WIFI_BLUETOOTH,AUDIO_SOUND_SPEAKER,CONNECTIVITY_WIFI_BLUETOOTH,True,"CONNECTIVITY_WIFI_BLUETOOTH, APP_STORE_PURCHASES_BILLING",ESCALATE_MULTI_ISSUE
CASE_002067,#Xcode crashes when trying to change #UITableView Style to Grouped. Did anyone face this issue before? #iOS #iPhone @115858 #iosDeveloper ht,APP_CRASH_AND_DOWNLOAD,APP_CRASH_AND_DOWNLOAD,APP_CRASH_AND_DOWNLOAD,False,APP_CRASH_AND_DOWNLOAD,PROCEED
CASE_000947,@AppleSupport why the location isn’t accurate on apple maps as well as on google maps post ios11 update? @AppleSupport it doesn’t.when locat,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,HOW_TO_SETTINGS_CONFIGURATION,False,HOW_TO_SETTINGS_CONFIGURATION,PROCEED
CASE_001478,"@AppleSupport is there a reason I cannot disable YouTube in iMessage apps? If I tap the on/off button long enough, I do get some response th",OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_000758,@AppleSupport @115858 is this a scam or not.... https://t.co/TbGiYOTkl6 @AppleSupport Thank you! 😊,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_005111,@AppleSupport Is there a way to stop the brightness repeatedly changing itself in the latest update? It’s so stupid and annoying. @AppleSupp,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,False,,PROCEED
CASE_005252,@AppleSupport hi I left a private message 2hrs ago. Can you advise how long until I get a reply?,GENERAL_DEVICE_INQUIRY,HOW_TO_SETTINGS_CONFIGURATION,HOW_TO_SETTINGS_CONFIGURATION,False,,PROCEED
CASE_007192,"@AppleSupport Hi, is there anything I need to do with my iPhone before trading it for a new phone? like restoring the phone, etc? @AppleSupp",GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_002606,Ok now that iOS 11 is out how do I turn off auto brightness @AppleSupport @AppleSupport I know how to do that but my brightness automaticall,BATTERY_CHARGING_POWER,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,True,"BATTERY_CHARGING_POWER, DISPLAY_TOUCH_SCREEN, HOW_TO_SETTINGS_CONFIGURATION",ESCALATE_MULTI_ISSUE
CASE_006030,"@AppleSupport the iOS 11.0.3 update, how the screen looks going back to home, is seriously messing with my #Menieres disease. How to fix? @A",DISPLAY_TOUCH_SCREEN,OS_UPDATE_SYSTEM_PERFORMANCE,DISPLAY_TOUCH_SCREEN,True,"DISPLAY_TOUCH_SCREEN, HOW_TO_SETTINGS_CONFIGURATION",ESCALATE_MULTI_ISSUE
CASE_000482,Hi @AppleSupport. Another day another painful bug. IOS messages app just showing phone numbers not names! @AppleSupport Have restated severa,OS_UPDATE_SYSTEM_PERFORMANCE,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,False,HOW_TO_SETTINGS_CONFIGURATION,PROCEED
CASE_006628,Started my MacBook software update. Then this happened..... and it is still going on! What now? 🙈 @115858 https://t.co/uLXZh2D1Jf @AppleSupp,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,False,DISPLAY_TOUCH_SCREEN,PROCEED
CASE_000470,Also @115858 fix your damn glitch I️ @AppleSupport Okay thank you 😂,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_006608,@AppleSupport I didn’t pay $1000 for my phone to be frozen,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_005233,@AppleSupport Latest IOS upgrade is haunting me...every night I turn wifi off bfore sleep ..i find it on the very next morning,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,False,CONNECTIVITY_WIFI_BLUETOOTH,PROCEED
CASE_007548,Yo @115858 needs to fix the issue with my phone typing I.T. Smh mad annoying #iphone #Iphoneproblems #fixit @AppleSupport Thank you!,KEYBOARD_TYPING_AUTOCORRECT,KEYBOARD_TYPING_AUTOCORRECT,KEYBOARD_TYPING_AUTOCORRECT,False,KEYBOARD_TYPING_AUTOCORRECT,PROCEED
CASE_006574,For real though when is @115858 going to fix this weird I️ problem. I’m tired of speaking alien 👽,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_000421,@AppleSupport 2tgread they HAVE replied!!but reply bounced ABOVE my last message to them! Come on apple sort this out! Worst update EVER!,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_001004,@AppleSupport is the share menu supposed to do this? https://t.co/mMZocotgVR,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_000932,@AppleSupport Is there any way to type questions to Siri on mac? Would make it actually useful because talking is often rude or disrupting @,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_007670,I wanted to say the #iPhoneX is awesome but I can’t. It sucks; no one can hear me &amp; it does not play voicemails. Stores won’t take it ba,AUDIO_SOUND_SPEAKER,GENERAL_DEVICE_INQUIRY,AUDIO_SOUND_SPEAKER,False,,PROCEED
CASE_002675,"Is this real b? Like you haven't even got half the spellings right?

@AppleSupport @115858 @115948 @318 @2310 @124871 @🍏 https://t.co/v6FuN1",GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_002297,Ever since this new iOS update I’ve had to restart my phone at least once a day.  @115858 is 🚮🚮,OS_UPDATE_SYSTEM_PERFORMANCE,BATTERY_CHARGING_POWER,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_007541,@AppleSupport how do I add my battery percentage to always show on iPhone X? @AppleSupport @782215 Where? https://t.co/VcfklJgSay @AppleSupp,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,True,"BATTERY_CHARGING_POWER, DISPLAY_TOUCH_SCREEN, HOW_TO_SETTINGS_CONFIGURATION",ESCALATE_MULTI_ISSUE
CASE_005097,@AppleSupport will there be a new patch soon for the latest update to IPhone?Phone barely works now.Calls no notify no ring- no VM.,OS_UPDATE_SYSTEM_PERFORMANCE,CONNECTIVITY_WIFI_BLUETOOTH,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_002387,@applesupport Why does #iMovie keep crashing. It’s crashed on me at least 8 times today. #frustrating I can’t finish my movie. @AppleSupport,APP_CRASH_AND_DOWNLOAD,OS_UPDATE_SYSTEM_PERFORMANCE,APP_CRASH_AND_DOWNLOAD,False,APP_CRASH_AND_DOWNLOAD,PROCEED
CASE_007833,"@AppleSupport hello, I've received an email which I think is spam, do you have a department that deals with phishing emails? I can't see any",APP_STORE_PURCHASES_BILLING,GENERAL_DEVICE_INQUIRY,APP_STORE_PURCHASES_BILLING,False,APP_STORE_PURCHASES_BILLING,PROCEED
CASE_000511,"Exchoos me @AppleSupport .How does this happen after an 80 minute indoor workout?
🗣RUN 👏🏾 ME 👏🏾 MY 👏🏾 CREDITS https://t.co/fAlFgJ2jlJ @Apple",GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_007318,@AppleSupport How come with the new updates the iPod never fully charged (only gets to 99%) &amp; the battery drains in less than 2 hours? @,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,True,"BATTERY_CHARGING_POWER, APP_STORE_PURCHASES_BILLING",ESCALATE_MULTI_ISSUE
CASE_004658,Trying to install iOS 11... then it says this. BUT I AM CONNECTED TO THE INTERNET! What do I do? @115858 @AppleSupport https://t.co/eYa0LXPW,OS_UPDATE_SYSTEM_PERFORMANCE,CONNECTIVITY_WIFI_BLUETOOTH,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_006479,My phone has been on the charger for over an hour and it’s losing battery percentage! Wtf @115858 🤦🏻‍♀️,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,False,BATTERY_CHARGING_POWER,PROCEED
CASE_002393,@115858 please fix FaceTime. @AppleSupport Thank you for your response. I answered all questions via dm.,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_003695,Wtf is this I️ How do I️ fix this @AppleSupport I️ @AppleSupport Word thanks homie,HOW_TO_SETTINGS_CONFIGURATION,HOW_TO_SETTINGS_CONFIGURATION,HOW_TO_SETTINGS_CONFIGURATION,False,HOW_TO_SETTINGS_CONFIGURATION,PROCEED
CASE_006836,"Restarted iPhone as was lagging, now I only have 14 photos and videos.... 🧐 @AppleSupport there is a big bug with iso11 where are my 10k + p",GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_006913,@applesupport hey is this the right guys? Well anyways my sisters iPhone says that her storage is low even though it has like 10 GB of stora,DISPLAY_TOUCH_SCREEN,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,True,"DISPLAY_TOUCH_SCREEN, HOW_TO_SETTINGS_CONFIGURATION",ESCALATE_MULTI_ISSUE
CASE_006359,"By the way in running on an old mbp retina 13-inch, late 2012. @AppleSupport @115858 @AppleSupport Thanks! I solved the problem. There were ",CONNECTIVITY_WIFI_BLUETOOTH,GENERAL_DEVICE_INQUIRY,CONNECTIVITY_WIFI_BLUETOOTH,False,CONNECTIVITY_WIFI_BLUETOOTH,PROCEED
CASE_006661,@115858 I’m about to break up with you if you don’t get my letter “ I “ to stop doing “ I️ “ @AppleSupport 11.0.3,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_002042,@AppleSupport hello! I've messaged you when you've got a minute @AppleSupport I've replied. Thank you!! X,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_000099,@AppleSupport Hello I have iPhone 5s which since 11.0.3 update is constantly saying storage full even though its not! Please help! Thank you,ACCOUNT_APPLEID_ICLOUD,GENERAL_DEVICE_INQUIRY,ACCOUNT_APPLEID_ICLOUD,False,ACCOUNT_APPLEID_ICLOUD,PROCEED
CASE_004894,@115858 Can't find iPhone. Login to iCloud. Verification code sent to your phone. No option to send to my email. Seriously? WTF? @AppleSuppo,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,False,ACCOUNT_APPLEID_ICLOUD,PROCEED
CASE_002481,"My #apple #ipodshuffle just died

My last one after @AppleSupport's #ipodshuffle genocide

Death by unknown error 1439

I am a broken man @A",GENERAL_DEVICE_INQUIRY,APP_STORE_PURCHASES_BILLING,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_007046,"@AppleSupport I am experiencing massive #Bluetooth issues with my #iPhoneX. Dropouts with Bluetooth headphones, even #AirPods, spotty connec",AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,True,"CONNECTIVITY_WIFI_BLUETOOTH, AUDIO_SOUND_SPEAKER",ESCALATE_MULTI_ISSUE
CASE_001049,"@AppleSupport can u please fix the bug for iphone 6 and lower in which whenevr u restart the phone, notifications for unread messages keep p",KEYBOARD_TYPING_AUTOCORRECT,KEYBOARD_TYPING_AUTOCORRECT,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_000797,-______- phone updated to latest version of iOS 11 and my entire Apple Music library disappeared. stop fucking around @115858.,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,False,APP_STORE_PURCHASES_BILLING,PROCEED
CASE_000184,Trying to load an email. My @AppleSupport #iPhone6S never did anything like this before the newest phone was released. Why is it every time ,GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_005163,"biggest regret of my life is upgrading to IOS 11. phone is a pile of shite now. cheers @115858 @AppleSupport I have sent you a message, than",OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_000601,@AppleSupport Can you help me with a 10.5” iPad Pro Apple keyboard bug? Type but no output on screen. Happens about three times a day. Toggl,KEYBOARD_TYPING_AUTOCORRECT,KEYBOARD_TYPING_AUTOCORRECT,KEYBOARD_TYPING_AUTOCORRECT,True,"KEYBOARD_TYPING_AUTOCORRECT, DISPLAY_TOUCH_SCREEN",ESCALATE_MULTI_ISSUE
CASE_003916,"For some reason, I can’t type the letter I on my iPhone because I️ shows up instead. @115858, fix the battery drain and this autocorrect! @A",KEYBOARD_TYPING_AUTOCORRECT,GENERAL_DEVICE_INQUIRY,KEYBOARD_TYPING_AUTOCORRECT,True,"KEYBOARD_TYPING_AUTOCORRECT, BATTERY_CHARGING_POWER",ESCALATE_MULTI_ISSUE
CASE_001649,"@AppleSupport 
Just updated the cellular settings and now the iPhone is constantly “Searching” or even says “No Service” on the top of the s",CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,True,"CONNECTIVITY_WIFI_BLUETOOTH, DISPLAY_TOUCH_SCREEN, HOW_TO_SETTINGS_CONFIGURATION",ESCALATE_MULTI_ISSUE
CASE_006210,"@applesupport 11.1.1 battery

trying to install 11.1.1 update on my iPhone and iPad.  the program starts verifying and then a dialog box pop",BATTERY_CHARGING_POWER,OS_UPDATE_SYSTEM_PERFORMANCE,BATTERY_CHARGING_POWER,False,BATTERY_CHARGING_POWER,PROCEED
CASE_007200,@AppleSupport obrigado por foder com a bateria dos iPhones com esse iOS 11. @AppleSupport Thanks for spoiling the iPhones battery with this ,BATTERY_CHARGING_POWER,OS_UPDATE_SYSTEM_PERFORMANCE,BATTERY_CHARGING_POWER,False,BATTERY_CHARGING_POWER,PROCEED
CASE_003623,"dear @115858
bu amına kodumun bluetooth’u niye ikide bir kendi kendine açılıyor?
sincerely yours,
reglokan @AppleSupport I fixed it thanks",CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,False,CONNECTIVITY_WIFI_BLUETOOTH,PROCEED
CASE_003739,@115858 y’all better fix this i️ bs @AppleSupport yes thank you,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_006177,"@AppleSupport iOS 11 has turned my rockin’ iPhone 6+ into my iPhone 4. Slow, clunky, autorotate does not, etc. I might as well be using a Sa",OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_000503,".@AppleSupport iOS11 - when playing podcasts, the lock screen doesn’t show correct play times until paused. Could you log a fault? Thanks. @",DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,False,DISPLAY_TOUCH_SCREEN,PROCEED
CASE_006879,@AppleSupport absolutely hate the new update. I don't even want to use my iPhone. Keeps freezing and very slow to open apps. Fix ASAP plz!,OS_UPDATE_SYSTEM_PERFORMANCE,APP_CRASH_AND_DOWNLOAD,APP_CRASH_AND_DOWNLOAD,False,,PROCEED
CASE_003575,@115858 this update sucks and makes my phone die faster...great job,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_003378,Anyone else’s iPhone running like a heap of shit since software upgrade? @AppleSupport @AppleSupport I would like to say thanks to Apple sup,GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_005517,"So irritated that the @115858 podcasts app keeps unsubscribing me from everything in iOS 11. Apple, please fix this! @AppleSupport Thanks fo",OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_000824,Se me han desordenado y hecho un lío las fotos con las nueva actualización iOS 😡 @AppleSupport en #iPhone7Plus #help please 😭😭😭 @AppleSuppor,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_000290,@AppleSupport why is my Assistive touch no longer in the center? 🙄 https://t.co/0GxPLwlCPV @AppleSupport Hi. I started noticing that since y,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,False,DISPLAY_TOUCH_SCREEN,PROCEED
CASE_002703,My voicemail keeps saying it’s full but I have no messages @AppleSupport ... help! @AppleSupport @4150 yes I have @AppleSupport iPhone 6s Pl,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_005019,I️ just showed my coworker around UMD and I’m crying. Oh man that question mark thing happened to me?! @AppleSupport fix that! @AppleSupport,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_000456,Nice @115858. Less than a week old then WiFi and BT break on my new iPhone. I tried all your support articles. So glad I purchased! https://,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,False,CONNECTIVITY_WIFI_BLUETOOTH,PROCEED
CASE_003213,@AppleSupport why is App Store asking for billing verification to update or get free apps?  In addition saying my cc not valid. @AppleSuppor,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,True,"BATTERY_CHARGING_POWER, APP_STORE_PURCHASES_BILLING",ESCALATE_MULTI_ISSUE
CASE_001616,".@AppleSupport - my MacBook isn’t turning on &amp; the charger is blinking dim green &amp; orange, any suggestions? #MacBookPro #Apple @Appl",BATTERY_CHARGING_POWER,GENERAL_DEVICE_INQUIRY,BATTERY_CHARGING_POWER,False,BATTERY_CHARGING_POWER,PROCEED
CASE_003734,@115858 i updated my phone and now nothing worksssssss @AppleSupport it’s fine! everything’s fine now 🙂 thank you!,GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_002919,Today I had a strange bug #iOS11 @AppleSupport https://t.co/39gFHcRl89 @AppleSupport Yes problem got solved fast. Thanks only want to let yo,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_004965,@AppleSupport ay man yall wrong for freezing my phone and deleting all my messages! @AppleSupport Say no more. Thank you.,APP_CRASH_AND_DOWNLOAD,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_007407,Since I updated my phone to IOS 11 a couple of months ago it’s been shocking! Half my apps don’t work/quit ... what a mess this update is @A,BATTERY_CHARGING_POWER,KEYBOARD_TYPING_AUTOCORRECT,BATTERY_CHARGING_POWER,True,"BATTERY_CHARGING_POWER, APP_CRASH_AND_DOWNLOAD",ESCALATE_MULTI_ISSUE
CASE_006304,I’d like to apologize to the iPhone users! There seems to be this weird error when I’m typing that I️ thought only I could see. Hopefully it,KEYBOARD_TYPING_AUTOCORRECT,GENERAL_DEVICE_INQUIRY,KEYBOARD_TYPING_AUTOCORRECT,False,KEYBOARD_TYPING_AUTOCORRECT,PROCEED
CASE_003709,Is this question mark box thing just @115858 ‘s way of making us lose our minds?! My phone is updated-why do I️ see this everywhere,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_005893,Why is this “ I️n “ still even a thing??? Shouldn’t @115858 have fixed I️t yet @AppleSupport @4150 bless you,KEYBOARD_TYPING_AUTOCORRECT,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_001442,@AppleSupport @115948 a lot of my music is “Unavailable” unless I delete it and re add it to my playlist/music library is there a way around,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,False,ACCOUNT_APPLEID_ICLOUD,PROCEED
CASE_006076,"After upgrading to #iPhoneX , my cellular data on verizon usage is not right. Shows data used even when on wifi or with background Apps refr",CONNECTIVITY_WIFI_BLUETOOTH,BATTERY_CHARGING_POWER,CONNECTIVITY_WIFI_BLUETOOTH,False,CONNECTIVITY_WIFI_BLUETOOTH,PROCEED
CASE_007774,@AppleSupport can’t use this iCloud back up on my iPhone X why help https://t.co/nBrJxZeOAw @AppleSupport iOS 11.1.2 @AppleSupport Nothing b,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,False,ACCOUNT_APPLEID_ICLOUD,PROCEED
CASE_005323,@115858 needs to get it together.... why my shit looking like this after I️ updated iOS 11.1 ( I️ ) @AppleSupport Thanks!,OS_UPDATE_SYSTEM_PERFORMANCE,KEYBOARD_TYPING_AUTOCORRECT,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_006997,@AppleSupport sorry but your files app is a literal joke. never opens anything. https://t.co/jkMFh2xzdo @AppleSupport i can’t download them ,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_007055,1. @AppleSupport absolutely raging. We spent £789 on an iPad for our son 3 months ago who needs it for starting secondary school. It was sol,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_007140,Every OS update @AppleSupport @115858 This device may not be supported.  It's your darn device!! @AppleSupport ipad pro &amp; the keyboard b,KEYBOARD_TYPING_AUTOCORRECT,KEYBOARD_TYPING_AUTOCORRECT,KEYBOARD_TYPING_AUTOCORRECT,False,KEYBOARD_TYPING_AUTOCORRECT,PROCEED
CASE_007035,@115858 just thought I’d let you know for future updates that this is a glitch on the latest iOS. The greyed out contacts icon. https://t.co,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_001464,"@AppleSupport everytine@I get a Snapchat notification, my music stops. It’s suuuper annoying. Checked notification settings didn’t see anyth",APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,OS_UPDATE_SYSTEM_PERFORMANCE,False,HOW_TO_SETTINGS_CONFIGURATION,PROCEED
CASE_003550,Anyone else do an iCloud backup to your #iPhoneX and your pics didn’t upload? I have @117735 @AppleSupport @117735 @AppleSupport Thanks they,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,False,ACCOUNT_APPLEID_ICLOUD,PROCEED
CASE_001039,@115858 Have you stopped updating IPhone 5? cause I see a ton of ppl saying that the current update is 11.1.2 and mines only 10.3.3 @AppleSu,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_006165,Hey @AppleSupport can I get @115888 on my Apple Watch series 3? @AppleSupport Thanks I spent several hours on the phone with @ATT Apple Watc,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_007761,@AppleSupport  my MacBook Pro started doing this last night. It stays on the blue screen for hours without doing a thing https://t.co/JdPnAS,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,False,DISPLAY_TOUCH_SCREEN,PROCEED
