case_id,customer_message,true_intent,predicted_intent,intent_confidence,top_similarity,intent_alignment,grounding_pass,grounding_severity,draft_reply,decision,reason_code,reason,ground_truth_label,ground_truth_rationale,classification_type
CASE_006096,@AppleSupport  since morning !!! What happened apple ?? Should be every week format my iPhone ?? https://t.co/IbuFcelDso,GENERAL_DEVICE_INQUIRY,HOW_TO_SETTINGS_CONFIGURATION,0.23991653065101837,0.6924,0.0,True,NONE,We'd be happy to help with this. That's certainly not expected! Let's sort this out together. Was Face ID working on your iPhone X previously? Which iOS version is running on your iPhone? Tap on Settings &gt; General &gt; About to find out. Let us know if this helps resolve the issue.,ESCALATE,INTENT_EVIDENCE_MISMATCH,Retrieved evidence intent alignment (0.00%) is below the validated alignment threshold (66.00%).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_007635,"@115858 how do you get a notification to disappear without a home button on the iPhone X? Nobody at Cardiff Apple store knew!!!!! #coulddoitonthe6plus @AppleSupport Thanks for such a prompt response. However, that help page was more about notifications on a lock screen. I mean when you’re on an app &amp; a notification appears how do I get it to disappear without a home button and without having to reach to up to swipe it away...... @AppleSupport Again thanks. I suppose my point is there’s a feature I’ve lost choosing the X 🤷🏼‍♀️",KEYBOARD_TYPING_AUTOCORRECT,DISPLAY_TOUCH_SCREEN,0.35456768463189414,0.7059,0.0,True,NONE,"We'd like to help get this sorted out. Congratulations on your iPhone X! This is a great question. Have you tried swiping up on the actual notification box itself? Find the latest gestures you can use to navigate your iPhone X here: https://t.co/7GvmAUgrF1 If you'd like to share feedback, such as what you've described, please use this link here: https://t.co/eTPVYVFyd8 Let us know if you have any questions along the way.",ESCALATE,INTENT_EVIDENCE_MISMATCH,Retrieved evidence intent alignment (0.00%) is below the validated alignment threshold (66.00%).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_004490,@115858 y’all working on these empty boxes yet big fella? @AppleSupport Aye! Y’all real! I appreciate it!,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,0.48620404786190186,0.7091,1.0,True,NONE,We'd like to help get this sorted out. We have a fix for this issue here: https://t.co/xU1AGHStV6 You are very welcome! If you need anything else; hit us up! We're here every day from 5am-8pm Pacific time. Let us know if you have any questions along the way.,ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.4862) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_003491,"@115948 @AppleSupport hey guys, we've applied to Apple Music Connect but haven't heard back - what is your turnaround time? Cheers @AppleSupport thanks @115948 only snag is, is there an option for a windows based PC to be able to update the artists profile, music, videos etc? @AppleSupport Command?  Call me cooky or whacky but i have no idea where the command key is.  Will this enable be me to update our artist page? @AppleSupport thanks guys, looks like, according to the guide, only works if you have a mac or apple product.  Pity but thanks all the same",CONNECTIVITY_WIFI_BLUETOOTH,APP_STORE_PURCHASES_BILLING,0.5056501336252757,0.6496,0.6667,True,NONE,We'd like to help get this sorted out. We're happy to help. The steps here may help: https://t.co/6rKpA2Rl6I You're welcome! Please keep us in the know. Let us know if you have any questions along the way.,ESCALATE,WEAK_EVIDENCE,Top retrieval similarity (0.6496) is below the validated quality threshold (0.65).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_003934,"When I️ type the letter i, the letter A pops up, @AppleSupport @115858 can anyone figure this out",KEYBOARD_TYPING_AUTOCORRECT,KEYBOARD_TYPING_AUTOCORRECT,0.7988632633385883,0.8709,0.3333,True,NONE,We'd like to help get this sorted out. Thanks for reaching out to us about your keyboard. We recommend checking out this link: https://t.co/xU1AGIa4ME You're very welcome! Feel free to reach out to us again if you need us! Let us know if you have any questions along the way.,ESCALATE,CONFLICTING_EVIDENCE,Retrieved historical evidence contains conflicting troubleshooting paths or fragmented intents.,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_007146,@115858 please fix your stupid glitch everytime I️ MYSELF try to type i it ruins my tweets @115858 oh look it did it,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,0.31110298089080235,0.8201,0.3333,True,NONE,"We'd like to help get this sorted out. This issue was fixed in iOS 11.1.1. To update to the latest version of iOS, go to Settings &gt; General &gt; Software Update and tap Download and Install. Make sure to back up your iPhone first: https://t.co/4f8hwT5to6 Let us know if you have any questions along the way.",ESCALATE,CONFLICTING_EVIDENCE,Retrieved historical evidence contains conflicting troubleshooting paths or fragmented intents.,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_007873,"@AppleSupport iMessage its not working on my iPhone 7, neither push notifications of Whatsapp and Facebook. Is the service down? @AppleSupport 11.1.2",CONNECTIVITY_WIFI_BLUETOOTH,KEYBOARD_TYPING_AUTOCORRECT,0.23565606517901783,0.8089,0.3333,True,NONE,"We'd like to help get this sorted out. We'll be glad to help you get to the bottom of this issue. To get started, can you tell us which device and software are you using? We'll do everything we can to help resolve this issue. Have you tried a normal restart of the device? This simple step can resolve issues like this. This article explains how to do a normal restart: https://t.co/bc6P3CZFdY Thanks for confirming that. Are you currently connected to a good WI-Fi network or cellular data? We're happy to hear that worked. You know how to reach us if you ever need to again. We're online every day from 5am-8pm PST. Let us know if you have any questions along the way.",ESCALATE,CONFLICTING_EVIDENCE,Retrieved historical evidence contains conflicting troubleshooting paths or fragmented intents.,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_004452,"@AppleSupport hi, when I go to ""Report a Problem"" about some of my receipts, I try to login and it keeps taking me back to login again @AppleSupport Being on a different browser helped, thanks!!",ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,0.41938359462288616,0.6742,0.6667,True,NONE,"We'd like to help get this sorted out. Thanks for reaching out. We understand the importance of getting into your Mac. It looks like while you're seeing the unexpected text display, there's also a progress bar in the center. Does the progress bar move, and if so, is there any change when it's complete? Thanks for clarifying. It sounds like you power your Mac on, see the login screen, and the issue begins after logging in, while the system loads. Let's try booting your Mac into safe mode; this page explains what it does, and how to use it: https://t.co/PQ4LSYhUTY Let us know if you have any questions along the way.",ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.4194) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_002541,"Hey, @AppleSupport: please don't mess with the playlists I spent years painstakingly compiling: songs labeled ""explicit"" keep disappearing. @AppleSupport I will, thanks for the prompt reply.",APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,0.21814097771042165,0.7796,1.0,True,NONE,We'd like to help get this sorted out. We'd be happy to help with your music. Can you DM us the device and version of OS we are working with? https://t.co/GDrqU22YpT Let us know if you have any questions along the way.,ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.2181) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_001949,"iOS 11 is the patience school I never went to, works at a pace on iPhone6+ which forces your to slow down &amp; notice life around you. @115858 @AppleSupport Hey Thanks for picking this up, sent the details across.",OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,0.2819829851730926,0.7911,1.0,True,NONE,We'd be happy to help with this. We're happy to assist. Which iOS 11 version are you currently running? Go to Settings &gt; General &gt; About for the version. Let us know if this helps resolve the issue.,ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.2820) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_006935,Please @115858 fix the need to restart my 10.5 iPad Pro because the Smart Keyboard stops working. @AppleSupport I seem to get it when moving from new WiFi connection to another. I was at home.  Worked fine.  Then went to Panera.  iPad worked great but keyboard was not working.  Restart made it work.  Went to Starbucks.  New WiFi.  Keyboard stopped.  Restart made it work,KEYBOARD_TYPING_AUTOCORRECT,KEYBOARD_TYPING_AUTOCORRECT,0.4900865839108028,0.7216,1.0,True,NONE,We'd like to help get this sorted out. We'd like to help resolve any issues you're seeing with your Smart Keyboard and prevent it from reoccurring. Which version of iOS are you using on your iPad? This can be found under Settings &gt; General &gt; About. Let us know if this guide helps: https://t.co/eqRjET05nq Let us know if you have any questions along the way.,ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.4901) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_002788,the iOS 11 update got my phone dying every 10 minutes🤦🏽‍♀️ @AppleSupport @AppleSupport 11.0.3,BATTERY_CHARGING_POWER,OS_UPDATE_SYSTEM_PERFORMANCE,0.44347487631448634,0.8606,0.6667,True,NONE,We'd like to help get this sorted out. We'd be happy to help you maximize your battery life. What iPhone model and version of iOS 11 are we working with? DM us: https://t.co/GDrqU22YpT Let us know if you have any questions along the way.,ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.4435) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_004103,"@AppleSupport hey... fix the “A and the boxed question mark” thing. Plz. @AppleSupport Good stuff, thank you!",GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,0.4868001697585347,0.8241,0.6667,True,NONE,"We'd like to help get this sorted out. Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 You're welcome. If you have questions in the future, feel free to reach out to us here. Let us know if you have any questions along the way.",ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.4868) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_007465,Why MY pictures in MY camera roll have to load? Pictures be blurry and shit. I️ be thinking my stuff came out trash but they buffering. @115858 fix it my G @AppleSupport I️ have the last update and I️ use iCloud Photo Library.,DISPLAY_TOUCH_SCREEN,ACCOUNT_APPLEID_ICLOUD,0.452060143946778,0.7499,0.0,True,NONE,We'd like to help get this sorted out. We'd love to look into this with you. Which device are you trying to load them on? What happens when you try to load them? We'd be happy to help. Would you please join us in DM so we may continue assisting? https://t.co/GDrqU22YpT Let us know if you have any questions along the way.,ESCALATE,INTENT_EVIDENCE_MISMATCH,Retrieved evidence intent alignment (0.00%) is below the validated alignment threshold (66.00%).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_000060,Update failed continuously please help @115858 #apple #appleindia https://t.co/1GXRcPyYkX @115858 Thank you for your quick reply. Problem solved automatically next day @AppleSupport Sure. Thanks for your quick service,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.2315839142252535,0.7104,0.0,True,NONE,We'd be happy to help with this. We’ve received your DM and will continue there shortly. Thank you for your patience. Let us know if this helps resolve the issue.,ESCALATE,INTENT_EVIDENCE_MISMATCH,Retrieved evidence intent alignment (0.00%) is below the validated alignment threshold (66.00%).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_005470,"Hey .@115858 fix the I️ that becomes an A. @AppleSupport @643239 What about fixing I.t ????? @AppleSupport @643239 Do I️ really need to back up my stuff to update my phone? 😏 @AppleSupport @643239 You do realise that every time you issue a fix, you create new ones. Like this i/A problem that was never a problem before until you started improvising updates @AppleSupport @643239 About damn time @AppleSupport @643239 @88137 @AppleSupport Hey this update doesn’t work! @AppleSupport Thanks! @AppleSupport @643239 A[?] don’t get it @AppleSupport @643239 Hello, my iphone got stuck on a bootloop after the 11.1.1 update. @AppleSupport @643239 Im becoming closer to switching. This is at least the third update and it’s still bogged down in addition to working better before the update. Obvious what’s going on. @AppleSupport @643239 And why?? Lol @232087 @AppleSupport @643239 There’s a new update to fix the “I” bug @643240 @AppleSupport @643239 How did the big even happen! @AppleSupport I tried the itunes one but i got an error while downloading the update why? @232087 @AppleSupport @643239 Idk lol just update your phone @643240 @AppleSupport @643239 Lmao 😐 I’ll do that tomorrow. But will I️ lose my stuff if I️ don’t back it up? @AppleSupport Download can't be completed @232087 @AppleSupport @643239 No? I don’t ever back up my phone lol @643240 @AppleSupport @643239 Well then why is @AppleSupport saying to do so 🤔 lol yeah I’ve never backed mine up for updates",APP_STORE_PURCHASES_BILLING,OS_UPDATE_SYSTEM_PERFORMANCE,0.42083270239031756,0.7238,0.6667,True,NONE,We'd be happy to help with this. We’d like to offer our support. Can you tell us what you’ve experienced so far? Which iPhone and iOS version are you using? Locate your version by navigating to Settings &gt; General &gt; About. Let us know if this helps resolve the issue.,ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.4208) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_004747,This new iOS update crash my phone @AppleSupport 😠😠 so mad!!! It won’t even turn back on! @AppleSupport It worked! Thanks a lot! 🙏🏽,APP_CRASH_AND_DOWNLOAD,APP_CRASH_AND_DOWNLOAD,0.2122041059021997,0.815,1.0,True,NONE,"We'd like to help get this sorted out. We want your iPhone to run smoothly. Does this happen while using a particular app? Also, which iPhone model are you using? Thank you for providing those details. In DM, could you let us know the exact iOS version you're using? https://t.co/GDrqU22YpT Understood. Let’s keep working together on your situation via Direct Message. Use the following link. https://t.co/GDrqU22YpT Let us know if you have any questions along the way.",ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.2122) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_007549,@AppleSupport after updating to iOS 11.1 no service on my iPhone 7 Plus @AppleSupport Resolved it was carriers fault #sorry,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,0.31298255256356555,0.7853,0.6667,True,NONE,We'd like to help get this sorted out. Let's talk via DM and work on this together. We'll find the answer. Please tap here to continue: https://t.co/GDrqU22YpT You're very welcome! Let us know if you have any questions along the way.,ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.3130) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_003101,"i finally updated my mac. it should've updated to High Sierra but it updated to El Capitan so wtf @115858? @AppleSupport haha, thanks, but its all good, i don't need a new update, i can't wait 3 more hours. :) will do it someday else. thanks anyways. @AppleSupport thank you!!!!!!!",OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,0.3063507200538896,0.7595,0.6667,True,NONE,"We'd like to help get this sorted out. We can help you. What issue(s) are you experiencing with your Mac after the update? Which macOS version did you update your device to? Got it, we'd like to take a deeper look into this with you. DM us and we'll get started there. https://t.co/GDrqU22YpT Let us know if you have any questions along the way.",ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.3064) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_005438,"This whole .@115858 glitch is an absolute nightmare. Please send an update for “I” ... sincerely, SID’s everywhere @AppleSupport It still shows up when you do that troubleshooting .@AppleSupport",OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,0.48585083738530543,0.8955,1.0,True,NONE,"We'd like to help get this sorted out. We can help you. Make sure to back up and update your iPhone as our article explains: https://t.co/80YRnjDFDk Once you're running iOS 11.1.1, DM us if you still have issues typing the letter i. https://t.co/GDrqU22YpT You're very welcome. We're glad that we could help! Let us know if you have any questions along the way.",ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.4859) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_007109,@AppleSupport After updating I can’t select a provider on my SE anymore. Only WiFi on my phone noe. This is not funny. HELP!!!!! @AppleSupport Did not get an error message. Took out my SIM card and put it back in. Now it's working again. Thanks for your response.,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,0.3619791824367153,0.7491,0.6667,True,NONE,"We'd like to help get this sorted out. We're glad to help. Tell us what you're experiencing and we'll get started. Let's try following this article step by step, and let us know the result: https://t.co/U53YusKX3z We want to know more about what you're setting on your iPhone. Does it show No Service or Searching in the top left corner of your Home screen? Do you see any error messages when sending a message? Does this happen all the time, or only in certain areas? Let's next try following this article step by step: https://t.co/5KootZbxj1 Send us a DM and let us know your country. We'll go from there. https://t.co/GDrqU22YpT Let us know if you have any questions along the way.",ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.3620) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_004051,@AppleSupport  why on social media is the letter following “h” being converted to this I️ @AppleSupport And it’s different symbols on different social media. @AppleSupport Thank you !,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,0.2828456863391559,0.7623,0.3333,True,NONE,We'd like to help get this sorted out. We're here for you. Check out this article for help: https://t.co/xU1AGHStV6 Hey there. Check out this link to get this squared away: https://t.co/xXaXeeSRt9 Questions? We got your back. https://t.co/GDrqU22YpT Let us know if you have any questions along the way.,ESCALATE,INTENT_EVIDENCE_MISMATCH,Retrieved evidence intent alignment (33.33%) is below the validated alignment threshold (66.00%).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_000098,@AppleSupport when are u releasing fix for #iOS #1103 ? it sucks @AppleSupport Thanks hope it addresses my concerns. PS the QA should be fired for releasing such a poor build.,GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,0.21623469575396884,0.7988,0.3333,True,NONE,We'd like to help get this sorted out. What issues are you having? Let's try backing up &amp; updating to iOS 11.0.2 to see if that helps. DM us with questions here: https://t.co/GDrqU22YpT Let us know if you have any questions along the way.,ESCALATE,INTENT_EVIDENCE_MISMATCH,Retrieved evidence intent alignment (33.33%) is below the validated alignment threshold (66.00%).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_003646,@AppleSupport fix this. I’m tired of the explanation point and question mark in the box problem https://t.co/20engdchOY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,0.5376062949072744,0.808,1.0,True,NONE,We'd be happy to help with this. What's the current version of iOS installed in Settings &gt; General &gt; About? Let us know if this helps resolve the issue.,ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.5376) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_000372,"@AppleSupport my iPhone X already has an issue.There is a green bar along the right hand side of the phone.Restart doesn’t fix. Known issue? https://t.co/Hp3HKhVMfs @159418 @AppleSupport My Iphone X when you watched videos it's getting overheated and the battery doesn't last. OLED display  it doesn't impressed me at all. https://t.co/G9UphRs6Ot @159418 @AppleSupport Mine is on the left side :p https://t.co/tiJ30c5QwP @AppleSupport DM’d - thanks. @AppleSupport The Iphone has been installed as new. https://t.co/dvOSh5hN8o @AppleSupport The IOS version is 11.1 @159418 @AppleSupport Did you solve this issue? It's happening the same to me. Thanks! @AppleSupport Hey, thanks for reaching out, but I went to the Apple store and got a full replacement on the spot! @602487 @AppleSupport I took it to the apple store and they exchanged it with no issues. Good luck. @AppleSupport In comparison to the iPhone 7 plus it gets hotter, but I do not receive temperature warnings. Yet, I am using this iPhone without a case. @159418 @AppleSupport Thank you! @602487 @159418 @AppleSupport Hahaha thats why I use a Galaxy S8.. but some of you will never change because they also dont know how a pc works @AppleSupport Perfect.  It makes sense.   Don't take me wrong I love apple devices.   Keep the good work.   I hope next year the Iphone X can be bigger. @602488 @602487 @159418 @AppleSupport No iMessage. /EndArgument @602488 @602487 @159418 @AppleSupport Hahaha, I have brain and that's why I don't write such a stupid things as you do. @602488 what do you expect from a guy who follows Obama, Fox News and claims he's engineer :D @602487 @159418 @AppleSupport",BATTERY_CHARGING_POWER,AUDIO_SOUND_SPEAKER,0.16239074087724234,0.6461,0.0,True,NONE,"We'd like to help get this sorted out. We're here to help. DM us and we'll get started. https://t.co/GDrqU22YpT We'd be happy to help. If you'd like to continue, DM us. https://t.co/GDrqU22YpT We’d love to take a closer look into this with you. DM us your iPhone model and iOS version to get started. https://t.co/GDrqU22YpT Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT We're happy to help with your battery issue. DM us which device you have and the OS version you're running and we'll go from there. https://t.co/GDrqU22YpT This is not the experience we want you to have. DM us and we'd be happy to look into this. https://t.co/GDrqU22YpT Let us know if you have any questions along the way.",ESCALATE,WEAK_EVIDENCE,Top retrieval similarity (0.6461) is below the validated quality threshold (0.65).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_003037,"@AppleSupport I'm at iOS 11.0.3.
I need to go back to iOS 10. Please provide me instructions to install iOS 10. 
Thank you. @AppleSupport Thank you. Please provide me instructions to install iOS 10. Thanks.",OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,0.40791242513554593,0.7371,1.0,True,NONE,We'd be happy to help with this. Your device will automatically update to the latest version of iOS available. You would not be able to update to a selected version as this is not supported. Let us know if this helps resolve the issue.,ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.4079) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_003699,@AppleSupport it just started for me tonight. The I = I️ needs to be fixed asap https://t.co/tWRSsqc1Lu @AppleSupport Thanks @AppleSupport That worked hopefully it won’t migrate to other issues and Apple can fix the bug in a future update @AppleSupport Not fixing it on twitter. Still happens. 1 letter. Happening to many phones for days. Get on it,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,0.33550446099827436,0.8223,0.3333,True,NONE,We'd like to help get this sorted out. Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 Let us know if you have any questions along the way.,ESCALATE,CONFLICTING_EVIDENCE,Retrieved historical evidence contains conflicting troubleshooting paths or fragmented intents.,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_007855,@AppleSupport hi I purchased an Apple Watch on line nearly a week ago which you sent Sunday via @122232 which they have failed to deliver or tell me when it will be delivered an expensive purchase with no communication and no present on my wife’s birthday please help @AppleSupport Thank you at least I got a reply from you guys,APP_STORE_PURCHASES_BILLING,GENERAL_DEVICE_INQUIRY,0.25526181402968023,0.7576,0.6667,True,NONE,"We'd like to help get this sorted out. Congrats on your new Apple Watch! Did you purchase the Watch from an Apple Store or another retailer? We want to get to the bottom of this for you. Have you called the Apple Store you purchased this from? What did they say? That's great news! We're happy this has been resolved. If you need anything else, we'll be here! https://t.co/GDrqU22YpT Let us know if you have any questions along the way.",ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.2553) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_001300,"@AppleSupport 
Please help me my phone makes restart with itself every minute 😭😭 @AppleSupport Okay thanks for this reply and being here",OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.16495040467226757,0.9231,0.6667,True,NONE,"We'd like to help get this sorted out. Try updating to iOS 11.2. Check out this article: https://t.co/osZOKKTalm Be sure you back up before updating and let us know how it goes. If you run into any other questions or concerns, please let us know. Have a great rest of your weekend. Let us know if you have any questions along the way.",ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.1650) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_002482,@AppleSupport My iPhone doesn’t have an App Store. I don’t understand what is happening. @AppleSupport I fixed it.,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,0.44163144877616306,0.8168,1.0,True,NONE,"We'd like to help get this sorted out. We want to make sure your App Store is working as expected. Send us a DM so we can get some details, and help you out. https://t.co/GDrqU22YpT We're glad to hear that. If anything comes up in the future, we're here to help. Let us know if you have any questions along the way.",ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.4416) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_002689,@115858 @AppleSupport I’m not upgrading my iCloud storage. How can I stop getting these notifications?? It’s incredible annoying.,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,0.5867772503372116,0.7152,0.3333,True,NONE,"We'd be happy to help with this. Thanks for reaching out to us. We'll do everything we can to assist. So that we understand clearly, what's the exact iCloud message you're seeing? Go to Settings &gt; [ Your Name ] &gt; iCloud &gt; iCloud Backup &gt; tap to disable Let us know if this helps resolve the issue.",ESCALATE,CONFLICTING_EVIDENCE,Retrieved historical evidence contains conflicting troubleshooting paths or fragmented intents.,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_006569,"#Apple making go round in circles when I reported problem in IPhone 7 Plus, guess they are too busy promoting their IPhone10 @AppleSupport @AppleSupport My new #Apple IPhone 7plus, despite visiting service centres from Delhi to Bangalore,my mobile hang issues are still continue @AppleSupport I have done this exercise many times over with your support team on DM as well as had many rounds in your service centres @585060 @AppleSupport customer support and satisfaction is very essential",GENERAL_DEVICE_INQUIRY,CONNECTIVITY_WIFI_BLUETOOTH,0.2898453251500327,0.7406,0.0,True,NONE,"We'd be happy to help with this. We'd love to help. Do you know what version of the iOS is on the device? If not, you can check under Settings &gt; General &gt; About &gt; Version. Are you seeing this issue with any specific apps or usage? Do you do anything to restore function? Let us know if this helps resolve the issue.",ESCALATE,INTENT_EVIDENCE_MISMATCH,Retrieved evidence intent alignment (0.00%) is below the validated alignment threshold (66.00%).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
CASE_005949,lm using lowercase L’s as l’s until @AppleSupport fixes this question mark shit😑 @AppleSupport I mean .... several ppl have since informed me. Get your response time up🤟🏽 Thank you 😁,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,0.4332571599016907,0.7459,0.6667,True,NONE,We'd like to help get this sorted out. Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 Let us know if you have any questions along the way.,ESCALATE,LOW_INTENT_CONFIDENCE,Predicted intent confidence (0.4333) is below the validated confidence threshold (0.60).,SAFE_TO_AUTO_HANDLE,Well-defined customer issue with matching historical resolution evidence.,FALSE_ESCALATE
