golden_id,source_id,customer_message,ground_truth_intent,ground_truth_customer_goal,ground_truth_issues,ground_truth_action,escalation_required,evidence_expectation,expected_reply_requirements,edge_case_category,human_reasoning
GOLDEN_0039,SRC_ROOT_1837900,@AppleSupport Is there any way to see battery health percentage on iOS 11 or do I have to download a third party app?,BATTERY_CHARGING_POWER,Find native battery health indicator on iOS 11,"[""battery_health_percentage_location"", ""native_diagnostic_feature""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Explain that iOS 11.0–11.2 does not feature a native battery health percentage in settings (introduced later in iOS 11.3)"", ""Advise that Apple Support can run a remote battery diagnostic or visit an Apple Store to check battery maximum capacity"", ""Caution against unreliable third-party battery diagnostic apps""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Historical knowledge inquiry: iOS 11 prior to 11.3 required remote diagnostic or Genius Bar to view actual battery health percentage.
GOLDEN_0040,SRC_ROOT_1838100,Both my battery is dying in 2 hours and my phone keeps disconnecting from Wi-Fi since 11.0.2. What a disaster update @AppleSupport,BATTERY_CHARGING_POWER,Resolve both rapid battery drain and unstable Wi-Fi disconnects after update,"[""rapid_battery_drain"", ""wifi_disconnecting"", ""multi_issue_complaint""]",GUIDE,False,MODERATE_HISTORICAL_EVIDENCE,"[""Acknowledge both the battery drain and the Wi-Fi disconnect issue"", ""Provide reset network settings (Settings > General > Reset > Reset Network Settings) which addresses Wi-Fi hunting that exacerbates battery drain"", ""Recommend updating to latest iOS patch containing performance and battery fixes""]","[""MULTI_ISSUE"", ""WEAK_EVIDENCE""]",Multi-issue inquiry spanning battery and connectivity. Unstable Wi-Fi often drives excessive battery consumption. Resetting network settings addresses both simultaneously.
GOLDEN_0041,SRC_ROOT_1835385,@AppleSupport iOS 11.0.3 keeps turning Bluetooth on automatically. This isn’t secure. How do I stop it?,CONNECTIVITY_WIFI_BLUETOOTH,Understand why Bluetooth toggles back on and learn how to permanently turn it off,"[""bluetooth_auto_reconnecting"", ""control_center_toggle_misunderstanding""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Explain that toggling Bluetooth in Control Center on iOS 11 only disconnects accessories until 5 AM, but does not turn off Bluetooth completely"", ""Instruct customer to go to Settings > Bluetooth to toggle it completely OFF"", ""Clarify that this is by design to keep AirDrop, AirPlay, and Apple Watch connected""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Well-known iOS 11 design change where Control Center only disconnects rather than powers down radios. Direct factual answer.
GOLDEN_0042,SRC_ROOT_262596,@AppleSupport por que meu Bluetooth liga sozinho no IOS 11?,CONNECTIVITY_WIFI_BLUETOOTH,Compreender o comportamento do Bluetooth no Control Center do iOS 11,"[""bluetooth_auto_enable"", ""control_center_behavior""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Explain that Control Center only disconnects current accessories until the next day"", ""Direct user to Settings > Bluetooth to turn off completely"", ""Provide clear, direct answer in Portuguese or standard English""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE"", ""UNUSUAL_WORDING""]",Non-English inquiry from authentic historical tweets asking the exact same Control Center question. Validates language robustness.
GOLDEN_0043,SRC_ROOT_1838300,Wi-Fi button in Settings is completely greyed out and I can't switch it on at all! iPhone 6s. @AppleSupport,CONNECTIVITY_WIFI_BLUETOOTH,Resolve greyed-out Wi-Fi toggle on iPhone 6s,"[""wifi_greyed_out"", ""hardware_wifi_chip_failure""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Instruct user to perform Reset Network Settings (Settings > General > Reset > Reset Network Settings) and force restart"", ""Explain that if Wi-Fi remains greyed out after restart and network reset, it indicates a hardware Wi-Fi chip issue"", ""Provide link/info for scheduling repair service if troubleshooting fails""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]","Greyed-out Wi-Fi is a known symptom. Software steps (Reset Network Settings) must be tried first, with clear criteria for escalating to hardware repair."
GOLDEN_0044,SRC_ROOT_1838500,@AppleSupport My iPhone keeps dropping connection to my car Bluetooth every 2 minutes while driving. Never happened on iOS 10.,CONNECTIVITY_WIFI_BLUETOOTH,Restore stable car Bluetooth connection without periodic disconnects,"[""car_bluetooth_intermittent_disconnect"", ""hands_free_drop""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Instruct user to forget the car stereo in Settings > Bluetooth ('Forget This Device') and delete the iPhone from the car's paired device list"", ""Advise restarting both iPhone and car multimedia system, then re-pairing from scratch"", ""Suggest checking if car audio system requires a firmware update""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]","Car Bluetooth drop is a standard troubleshooting protocol: forget device on both ends, restart, and re-pair. Strong historical evidence."
GOLDEN_0045,SRC_ROOT_1838700,@AppleSupport My iPhone 7 shows 'No Service' constantly even with full cellular coverage in London. Replaced SIM card already with Vodafone.,CONNECTIVITY_WIFI_BLUETOOTH,Restore cellular network connectivity on iPhone 7 showing 'No Service',"[""no_service_cellular"", ""sim_already_replaced"", ""carrier_connectivity_loss""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Acknowledge that SIM replacement was already done"", ""Instruct user to check Settings > General > About for a Carrier Settings Update prompt"", ""Suggest toggling Airplane Mode and resetting network settings"", ""Mention the Apple iPhone 7 'No Service' Repair Program if the model is affected (A1660/A1780)""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE"", ""ESCALATION_SENSITIVE""]","iPhone 7 'No Service' is a known hardware recall issue for specific model numbers, but carrier settings/network reset is the first triage step."
GOLDEN_0046,SRC_ROOT_1838900,@AppleSupport AirDrop won't discover my friend's iPhone right next to me. Both on iOS 11.,CONNECTIVITY_WIFI_BLUETOOTH,Get AirDrop to discover neighboring iPhone for file transfer,"[""airdrop_device_not_discovered""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Instruct both users to check AirDrop receiving setting: set to 'Everyone' instead of 'Contacts Only' temporarily"", ""Ensure both Wi-Fi and Bluetooth are turned ON on both devices"", ""Ensure Personal Hotspot is disabled as it blocks AirDrop operation""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]","AirDrop discovery issues have a definitive 3-step checklist: Everyone toggle, WiFi/BT on, Personal Hotspot off. Direct guidance."
GOLDEN_0047,SRC_ROOT_1839100,@AppleSupport wifi,CONNECTIVITY_WIFI_BLUETOOTH,Get assistance with unspecified Wi-Fi issue,"[""unspecified_wifi_problem""]",CLARIFY,False,INSUFFICIENT_HISTORICAL_EVIDENCE,"[""Politely ask the customer to describe their Wi-Fi issue (won't connect, slow speed, greyed-out button, dropping signal)"", ""Ask what device model and iOS version they are experiencing this on"", ""Do not suggest random steps like router reset before knowing the problem""]","[""SHORT_VAGUE"", ""INSUFFICIENT_EVIDENCE""]",Single word inquiry ('wifi'). Must clarify the symptom before offering meaningful advice.
GOLDEN_0048,SRC_ROOT_1839300,"@AppleSupport I’ve reset network settings 3 times, rebooted my router, and restored my phone as new. Wi-Fi toggle is still greyed out. Send me to a human.",CONNECTIVITY_WIFI_BLUETOOTH,Get human agent escalation for confirmed hardware Wi-Fi chip failure,"[""wifi_greyed_out_persistent"", ""all_troubleshooting_failed"", ""customer_escalation_demand""]",ESCALATE,True,WEAK_HISTORICAL_EVIDENCE,"[""Acknowledge the customer's thorough troubleshooting (network reset, router reboot, restore) and explicit request for a human"", ""Recognize this as confirmed hardware failure (dead Wi-Fi IC)"", ""Direct customer to Apple Support human advisor / Genius Bar appointment scheduling""]","[""FOLLOW_UP"", ""UNRESOLVED_FOLLOW_UP"", ""ESCALATION_SENSITIVE""]",All possible software steps completed including device restore; toggle remains greyed out and customer demands human. Must escalate.
GOLDEN_0049,SRC_ROOT_1839500,My iPhone disconnects from Wi-Fi whenever the screen locks and burns through my cellular data! @AppleSupport,CONNECTIVITY_WIFI_BLUETOOTH,Keep Wi-Fi connected while iPhone screen is locked to avoid mobile data usage,"[""wifi_disconnects_when_locked"", ""cellular_data_leakage""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Instruct customer to go to Settings > Cellular and consider toggling 'Wi-Fi Assist' OFF to prevent aggressive cellular fallback"", ""Suggest forgetting the Wi-Fi network and reconnecting, or renewing DHCP lease"", ""Recommend checking router power-saving / WMM settings or restarting the router""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Wi-Fi disconnecting on lock is commonly exacerbated by Wi-Fi Assist or router DTIM interval. Standard guided troubleshooting.
GOLDEN_0050,SRC_ROOT_1839700,@AppleSupport Bluetooth won't discover any devices at all. Spinning wheel just keeps spinning indefinitely.,CONNECTIVITY_WIFI_BLUETOOTH,Resolve Bluetooth discovery failure with infinite loading spinner,"[""bluetooth_infinite_spinning_wheel"", ""accessory_discovery_failure""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Instruct customer to toggle Airplane Mode ON for 30 seconds, then OFF"", ""Perform a force restart of the device to reset the Bluetooth daemon"", ""Advise resetting network settings if the issue persists""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]","Bluetooth daemon hang showing infinite spinner. Airplane mode toggle, force restart, and network reset are the standard historical remedy."
GOLDEN_0051,SRC_ROOT_1839900,@AppleSupport why does Control Center say 'Disconnecting nearby Wi-Fi until tomorrow' instead of just turning it off? What does that mean?,CONNECTIVITY_WIFI_BLUETOOTH,Understand iOS 11 Control Center Wi-Fi disconnect notification message,"[""control_center_disconnect_message_confusion""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Explain that Control Center disconnects from the current Wi-Fi network until 5 AM or until you change location, but keeps Wi-Fi radio available for Location Accuracy, AirDrop, and AirPlay"", ""Explain that to turn Wi-Fi completely OFF, go to Settings > Wi-Fi"", ""Provide direct, clear answer""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Direct informational inquiry regarding iOS 11 Control Center banner text. Answer directly without escalation.
GOLDEN_0052,SRC_ROOT_1840100,@AppleSupport Personal Hotspot option is completely missing from Settings after switching to a new carrier. How do I get it back?,CONNECTIVITY_WIFI_BLUETOOTH,Restore missing Personal Hotspot menu option in Settings,"[""personal_hotspot_missing"", ""carrier_apn_provisioning""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Explain that Personal Hotspot availability is controlled by the carrier plan"", ""Advise checking Settings > Cellular / Mobile Data > Personal Hotspot or entering APN settings if required by carrier"", ""Recommend contacting carrier to verify tethering is enabled on the new plan""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Missing Hotspot menu is almost always carrier provisioning or APN settings. Guided response pointing to carrier settings.
GOLDEN_0053,SRC_ROOT_1840300,My iPhone keeps asking for the Wi-Fi password for my home network every single time I walk through the front door! @AppleSupport,CONNECTIVITY_WIFI_BLUETOOTH,Stop iPhone from repeatedly asking for home Wi-Fi password,"[""repeated_wifi_password_prompts"", ""keychain_credential_loss""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Instruct customer to go to Settings > Wi-Fi, tap the 'i' next to the home network, tap 'Forget This Network', and reconnect with password once"", ""Advise checking if 'Auto-Join' is toggled ON under the network settings"", ""Suggest resetting network settings if the network credential is still not saving to iCloud Keychain""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Keyring credential glitch causing password reprompt. Forget network and reconnect or reset network settings reliably solves it.
GOLDEN_0054,SRC_ROOT_1840500,@AppleSupport Both Wi-Fi and Bluetooth are completely broken and my audio has no sound when making phone calls. Is my logic board dead?,CONNECTIVITY_WIFI_BLUETOOTH,"Diagnose multiple simultaneous failures across Wi-Fi, Bluetooth, and call audio","[""wifi_failure"", ""bluetooth_failure"", ""call_audio_failure"", ""potential_logic_board_failure""]",ESCALATE,True,MODERATE_HISTORICAL_EVIDENCE,"[""Recognize this combination of symptoms as classic iPhone 7 audio IC / baseband logic board failure ('Loop Disease')"", ""Suggest one final backup and restore attempt via iTunes"", ""Advise scheduling hardware inspection at an Apple Store as hardware repair is likely required""]","[""MULTI_ISSUE"", ""ESCALATION_SENSITIVE""]","Simultaneous failure of Wi-Fi, BT, and call audio on iPhone 7 strongly indicates hardware baseband/audio IC detachment. Requires hardware escalation."
GOLDEN_0055,SRC_ROOT_1840700,@AppleSupport Can I connect two pairs of Bluetooth headphones to one iPhone 7 to watch a movie together?,CONNECTIVITY_WIFI_BLUETOOTH,Determine if dual Bluetooth audio output is supported on iPhone 7,"[""dual_bluetooth_audio_sharing""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Explain that dual Bluetooth audio sharing is not supported on iPhone 7 in iOS 11 (only one active audio accessory at a time)"", ""Mention hardware splitter accessories as an alternative if using 3.5mm adapters"", ""Direct factual response without escalation""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Audio sharing feature requires Bluetooth 5.0 and iOS 13 on iPhone 8 or later. Direct factual answer for iPhone 7.
GOLDEN_0056,SRC_ROOT_1840900,"@AppleSupport My Wi-Fi speeds on iPhone 8 are 2 Mbps, but my laptop gets 150 Mbps on the same router. Why is my phone throttled?",CONNECTIVITY_WIFI_BLUETOOTH,Resolve severe Wi-Fi speed throttling on iPhone 8,"[""slow_wifi_speeds"", ""throughput_throttling""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Instruct customer to forget the Wi-Fi network and reconnect"", ""Advise connecting to the 5 GHz band of the router rather than the congested 2.4 GHz band"", ""Recommend checking if any VPN, proxy, or security profile is installed in Settings > General > VPN & Device Management""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]","Speed discrepancy between devices is usually VPN overhead, 2.4GHz band congestion, or corrupt network settings. Clear guided steps."
GOLDEN_0057,SRC_ROOT_1841100,Is cellular roaming turned off by default when traveling internationally? Don't want surprise bills. @AppleSupport,CONNECTIVITY_WIFI_BLUETOOTH,Verify Data Roaming setting to prevent unexpected international charges,"[""data_roaming_default_setting"", ""international_billing_prevention""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Confirm that Data Roaming is typically OFF by default on iOS"", ""Provide path to verify: Settings > Cellular (or Mobile Data) > Cellular Data Options > toggle Data Roaming to OFF"", ""Advise checking with mobile carrier regarding international roaming plans""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Direct configuration query. Path to Data Roaming is documented and verified. Answer directly.
GOLDEN_0058,SRC_ROOT_1841300,@AppleSupport My iPhone keeps connecting to xfinitywifi public hotspots automatically and won't let me use my LTE. How do I stop it?,CONNECTIVITY_WIFI_BLUETOOTH,Stop iPhone from automatically joining unwanted public Wi-Fi hotspots,"[""auto_connecting_public_wifi"", ""blocked_lte_data""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Guide user to go to Settings > Wi-Fi, tap the 'i' next to the public network, and toggle 'Auto-Join' to OFF"", ""Suggest turning off 'Ask to Join Networks' in Settings > Wi-Fi"", ""Direct and actionable response""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Auto-Join toggle exists per-network in iOS 11. Direct answer solves the issue immediately.
GOLDEN_0059,SRC_ROOT_1841500,@AppleSupport Apple Watch shows red disconnected phone icon even though my iPhone is in my pocket with Bluetooth on.,CONNECTIVITY_WIFI_BLUETOOTH,Reconnect Apple Watch showing disconnected red phone icon,"[""apple_watch_disconnected_icon"", ""bluetooth_tethering_loss""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Instruct customer to toggle Airplane Mode ON on the Watch for 10 seconds, then OFF"", ""Ensure Bluetooth and Wi-Fi are active on iPhone in Settings (not just Control Center)"", ""Advise restarting both Apple Watch and iPhone if connection is not restored""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Red disconnected icon indicates loss of Bluetooth link. Airplane mode toggle and restart sequence is standard procedure.
GOLDEN_0060,SRC_ROOT_1841700,"Ever since 11.0.3 my Bluetooth disconnects, my Wi-Fi drops, and my battery is dead by noon. Worst update in Apple history @AppleSupport",CONNECTIVITY_WIFI_BLUETOOTH,Address widespread connectivity drops and battery drain following iOS 11.0.3,"[""bluetooth_drops"", ""wifi_drops"", ""battery_drain"", ""frustrated_sentiment""]",GUIDE,False,CONFLICTING_HISTORICAL_EVIDENCE,"[""Acknowledge the multi-symptom frustration after iOS 11.0.3 empathetically"", ""Advise resetting network settings first to clear both Wi-Fi and Bluetooth cache"", ""Recommend monitoring battery after resolving connectivity (since constant reconnect attempts drain power)"", ""Point to iOS 11.1 as the broader bug-fix release""]","[""CLEAR_INTENT"", ""MULTI_ISSUE"", ""CONFLICTING_EVIDENCE"", ""ESCALATION_SENSITIVE""]",Triple-symptom complaint post-update. Historical threads contain conflicting remediation patterns (network reset vs DFU restore vs waiting for 11.1). Guided triage is appropriate.
GOLDEN_0061,SRC_ROOT_1841900,@AppleSupport My iPhone 7 screen is completely unresponsive to touch after dropping it on concrete. Screen glass isn't shattered though. What can I do?,DISPLAY_TOUCH_SCREEN,Restore touch responsiveness or seek repair after physical drop,"[""touch_screen_unresponsive"", ""physical_drop_impact"", ""internal_digitizer_damage""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Instruct customer to attempt a force restart first (hold Volume Down + Power for iPhone 7) to rule out software freeze"", ""Explain that if touch remains unresponsive after force restart following a physical drop, internal digitizer hardware damage occurred"", ""Direct customer to schedule service at an Apple Store or Authorized Service Provider""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]","Unresponsive touch after drop. Force restart is the mandatory triage check; if failed, hardware repair is required."
GOLDEN_0062,SRC_ROOT_1842100,@AppleSupport My phone is typing and opening apps by itself! Is someone remotely controlling my iPhone??,DISPLAY_TOUCH_SCREEN,Stop ghost touching behavior and address remote control concerns,"[""ghost_touching"", ""uncommanded_screen_inputs"", ""fear_of_hacking""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Reassure customer that the device is not being remotely controlled (this is a known hardware/screen condition called 'ghost touch')"", ""Advise removing any third-party screen protector or case and cleaning the screen with a microfiber cloth"", ""Instruct user to disconnect any non-certified charging cable as faulty chargers cause phantom touches"", ""Perform force restart and check if issue persists""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE"", ""UNUSUAL_WORDING""]",Ghost touching frequently scares users into thinking they are hacked. Reassurance plus screen protector/charger check and restart.
GOLDEN_0063,SRC_ROOT_1842300,Where did the Auto-Brightness toggle go in iOS 11? It used to be under Display & Brightness! @AppleSupport,DISPLAY_TOUCH_SCREEN,Locate the relocated Auto-Brightness toggle in iOS 11,"[""auto_brightness_toggle_missing""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Explain that Auto-Brightness was moved in iOS 11"", ""Provide exact new path: Settings > General > Accessibility > Display Accommodations > Auto-Brightness"", ""Provide direct, concise answer""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Standard iOS 11 navigation relocation question. Exact path is documented. Direct answer.
GOLDEN_0064,SRC_ROOT_1842500,@AppleSupport screen black,DISPLAY_TOUCH_SCREEN,Get help with black screen issue,"[""black_screen_unspecified""]",CLARIFY,False,INSUFFICIENT_HISTORICAL_EVIDENCE,"[""Ask clarifying questions: does the phone still vibrate, ring, or make sounds when plugged in?"", ""Ask which iPhone model is being used"", ""Suggest attempting a force restart while awaiting response""]","[""SHORT_VAGUE"", ""INSUFFICIENT_EVIDENCE""]","Two-word query ('screen black'). Must clarify if phone is powered off, dead battery, or black screen with active backlight/sounds."
GOLDEN_0065,SRC_ROOT_1842700,"@AppleSupport Phone rings and vibrates when people call, but the screen stays completely black. I can't answer calls!",DISPLAY_TOUCH_SCREEN,Restore display function on device that is powered on with a black screen,"[""black_screen_with_audio_vibration"", ""display_backlight_failure""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Instruct customer to perform a force restart matching their specific device model"", ""Explain that if the Apple logo does not appear and screen remains black while device vibrates, display hardware requires service"", ""Provide guidance on scheduling hardware service if force restart fails""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Black screen with sounds/vibrations indicates display freeze or hardware backlight failure. Force restart is the required diagnostic step.
GOLDEN_0066,SRC_ROOT_1842900,@AppleSupport Face ID on my iPhone X stopped working completely. Says 'Face ID is not available' in settings. Rebooted 3 times.,DISPLAY_TOUCH_SCREEN,Resolve 'Face ID is not available' error on iPhone X,"[""face_id_not_available"", ""true_depth_camera_error"", ""reboot_failed""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Advise checking that the TrueDepth camera notch is clean and not covered by screen protector or case"", ""Instruct user to check for iOS software update or try Reset All Settings"", ""Explain that persistent 'Face ID is not available' error indicates TrueDepth camera hardware issue requiring Apple Store inspection""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE"", ""ESCALATION_SENSITIVE""]","'Face ID is not available' is often hardware TrueDepth failure, but cleaning notch and resetting settings are standard triage before service."
GOLDEN_0067,SRC_ROOT_1843100,There is a vertical bright green line going down the right side of my iPhone X OLED screen. How do I remove it? @AppleSupport,DISPLAY_TOUCH_SCREEN,Resolve bright green line defect on iPhone X OLED display,"[""green_line_of_death"", ""oled_hardware_line_defect""]",ESCALATE,True,STRONG_HISTORICAL_EVIDENCE,"[""Explain that a vertical green line on an OLED screen is a physical hardware display defect (cannot be fixed via software settings)"", ""Advise customer to back up their iPhone"", ""Direct customer to an Apple Store or Authorized Service Provider for warranty display replacement""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE"", ""ESCALATION_SENSITIVE""]",The vertical green line on iPhone X is a documented hardware OLED controller fault. Software steps cannot resolve it; requires hardware escalation.
GOLDEN_0068,SRC_ROOT_1843300,@AppleSupport My 3D Touch isn't working on home screen app icons anymore. Nothing pops up when I press hard.,DISPLAY_TOUCH_SCREEN,Restore 3D Touch functionality on home screen icons,"[""3d_touch_unresponsive"", ""pressure_sensitivity_issue""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Instruct user to check if 3D Touch is enabled: Settings > General > Accessibility > 3D Touch (toggle ON)"", ""Suggest adjusting 3D Touch Sensitivity slider to 'Light' to test responsiveness"", ""Restart device if toggle was already active""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",3D Touch toggle and sensitivity slider in Accessibility settings directly controls this. Direct answer.
GOLDEN_0069,SRC_ROOT_1843500,@AppleSupport Touch ID says 'Failed - unable to complete Touch ID setup' every time I try to add my fingerprint on iPhone 6s.,DISPLAY_TOUCH_SCREEN,Fix 'unable to complete Touch ID setup' error,"[""touch_id_setup_failure"", ""biometric_sensor_error""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Ensure Home button and customer's fingers are completely clean and dry"", ""Instruct customer to perform a force restart and delete any existing enrolled fingerprints"", ""Advise that if error persists immediately across restarts, the Touch ID sensor cable or hardware may be compromised""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Touch ID failure during enrollment can be moisture/dirt or sensor hardware issue. Guided cleaning and restart protocol.
GOLDEN_0070,SRC_ROOT_1843700,Screen is flickering rapidly with horizontal grey bars at the top of my iPhone 6 Plus and touch doesn't work! @AppleSupport,DISPLAY_TOUCH_SCREEN,Get assistance for flickering grey bar and touch failure on iPhone 6 Plus,"[""flickering_grey_bars"", ""touch_disease"", ""intermittent_touch_failure""]",ESCALATE,True,STRONG_HISTORICAL_EVIDENCE,"[""Recognize this as the known 'Touch Disease' hardware issue affecting iPhone 6 Plus (Touch IC detachment)"", ""Inform customer of the official Multi-Touch Repair Program for iPhone 6 Plus"", ""Direct customer to contact Apple Support or visit an Apple Authorized Service Provider for service""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE"", ""ESCALATION_SENSITIVE""]",Grey flickering bar at top of screen with touch loss on iPhone 6 Plus is the famous 'Touch Disease' hardware fault with dedicated service program. Escalate to service.
GOLDEN_0071,SRC_ROOT_1843900,"@AppleSupport I’ve done the force restart, updated to 11.1, and removed my case. Ghost touching is still opening apps and sending gibberish texts on its own.",DISPLAY_TOUCH_SCREEN,Get repair for persistent ghost touch after software troubleshooting,"[""persistent_ghost_touch"", ""software_troubleshooting_completed"", ""digitizer_failure""]",ESCALATE,True,WEAK_HISTORICAL_EVIDENCE,"[""Acknowledge that restart, update, and case removal have already been performed"", ""Identify that persistent uncommanded touch input indicates hardware display digitizer failure"", ""Provide escalation to Apple Support service options / Genius Bar""]","[""FOLLOW_UP"", ""UNRESOLVED_FOLLOW_UP"", ""ESCALATION_SENSITIVE""]",All ghost touch software steps completed; physical digitizer failure confirmed. Escalation to hardware repair required.
GOLDEN_0072,SRC_ROOT_1844100,@AppleSupport Why does True Tone keep turning off by itself on my iPad Pro?,DISPLAY_TOUCH_SCREEN,Prevent True Tone display setting from disabling unexpectedly,"[""true_tone_toggle_disabling"", ""color_sensor_behavior""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Direct user to Settings > Display & Brightness to verify True Tone is toggled ON"", ""Explain that certain color accessibility filters or night shift schedules can override True Tone appearance"", ""Suggest checking that ambient light sensors on iPad bezel are unobstructed""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",True Tone setting behavior in Display & Brightness. Direct answer.
GOLDEN_0073,SRC_ROOT_1844300,My iPhone screen won't rotate to landscape mode in Safari or Photos anymore. Rotation lock is definitely off in Control Center! @AppleSupport,DISPLAY_TOUCH_SCREEN,Restore landscape screen rotation when orientation lock is already off,"[""screen_rotation_failure"", ""gyroscope_accelerometer_hang""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Acknowledge that Portrait Orientation Lock is confirmed OFF in Control Center"", ""Advise checking if Display Zoom is enabled: Settings > Display & Brightness > View (Zoomed view disables home screen rotation)"", ""Instruct customer to perform a force restart to recalibrate accelerometer sensors""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Orientation lock is confirmed off. Display Zoom setting and sensor restart are the two verified technical causes.
GOLDEN_0074,SRC_ROOT_1844500,"@AppleSupport Dropped my iPhone in water. Screen turned on for 5 minutes, now it's black and making buzzing sounds.",DISPLAY_TOUCH_SCREEN,Handle device with black screen and buzzing noise following liquid ingress,"[""liquid_damage"", ""black_screen_after_water"", ""electrical_buzzing""]",ESCALATE,True,NO_HISTORICAL_EVIDENCE_REQUIRED,"[""Direct customer to power off device immediately if possible and DO NOT plug it into a charger"", ""Warn against dangerous myths (do not use rice, oven, or hair dryer)"", ""Direct customer to arrange hardware inspection / out-of-warranty replacement for liquid damage""]","[""SAFETY_SENSITIVE"", ""ESCALATION_SENSITIVE""]",Water damage causing electrical buzzing and black display is an urgent hardware failure. Must escalate.
GOLDEN_0075,SRC_ROOT_1844700,@AppleSupport How do I adjust the flashlight brightness on the lock screen in iOS 11?,DISPLAY_TOUCH_SCREEN,Adjust flashlight intensity level using 3D Touch in Control Center,"[""flashlight_brightness_adjustment""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Explain how to adjust: swipe up to open Control Center, then 3D Touch (press firmly) or long press on the Flashlight icon"", ""Slide up or down on the brightness slider to select desired level"", ""Direct, concise instructional answer""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Simple UI feature how-to regarding 3D Touch on Flashlight icon in Control Center. Direct answer.
GOLDEN_0076,SRC_ROOT_1844900,"@AppleSupport The bottom half of my screen doesn't register touches at all, but the top half works fine. iPhone 7.",DISPLAY_TOUCH_SCREEN,Resolve partial touch screen failure affecting bottom half of display,"[""partial_touch_failure"", ""lower_digitizer_dead_zone""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Instruct user to test with force restart (Volume Down + Power on iPhone 7)"", ""Advise removing any tempered glass protector that could create a dead touch zone"", ""Explain that if a specific geometric zone remains dead across restarts, the display digitizer has failed and requires hardware replacement""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]","Partial digitizer grid failure is usually hardware, but quick restart and protector check is proper initial triage."
